Next_Hop,Networks
sezana_FastEthernet0/0,10.0.0.62/31|10.0.0.63/32
slovenjttgradec_FastEthernet0/0,10.0.0.74/31|10.0.0.74/32
slovenjttgradec_FastEthernet0/1,10.0.0.76/32|10.0.0.76/31
slovenskattbistrica_FastEthernet0/0,10.0.0.14/31|10.0.0.15/32
slovenskattbistrica_FastEthernet0/1,10.0.0.90/31|10.0.0.91/32
tolmin_FastEthernet0/0,10.0.0.30/31|10.0.0.31/32
tolmin_FastEthernet0/1,10.0.0.46/31|10.0.0.46/32
trbovlje_FastEthernet0/0,10.0.0.0/31|10.0.0.0/32
trbovlje_FastEthernet0/1,10.0.0.2/32|10.0.0.2/31
velenje_FastEthernet0/0,10.0.0.8/31|10.0.0.9/32
velenje_FastEthernet1/0,10.0.0.77/32|10.0.0.76/31
velenje_FastEthernet0/1,10.0.0.78/32|10.0.0.78/31
ip 10.0.0.8,128.0.0.0/24
