Node,Network,Next_Hop,Protocol
ljubljana,10.0.0.44/32,FastEthernet2/1,local
ljutomer,10.0.0.80/31,FastEthernet0/0,connected
ljutomer,10.0.0.81/32,FastEthernet0/0,local
ljutomer,10.0.0.82/31,FastEthernet0/1,connected
ljutomer,10.0.0.82/32,FastEthernet0/1,local
maribor,10.0.0.18/31,FastEthernet1/0,connected
maribor,10.0.0.19/32,FastEthernet1/0,local
maribor,10.0.0.44/31,FastEthernet1/1,connected
maribor,10.0.0.45/32,FastEthernet1/1,local
maribor,10.0.0.56/31,FastEthernet0/1,connected
maribor,10.0.0.57/32,FastEthernet0/1,local
maribor,10.0.0.86/31,FastEthernet2/0,connected
maribor,10.0.0.87/32,FastEthernet2/0,local
maribor,10.0.0.88/31,FastEthernet0/0,connected
maribor,10.0.0.88/32,FastEthernet0/0,local
maribor,10.0.0.90/31,FastEthernet2/1,connected
maribor,10.0.0.90/32,FastEthernet2/1,local
maribor,128.0.0.0/24,ip,bgp
murskattsobota,10.0.0.58/31,FastEthernet0/1,connected
murskattsobota,10.0.0.59/32,FastEthernet0/1,local
murskattsobota,10.0.0.80/31,FastEthernet0/0,connected
murskattsobota,10.0.0.80/32,FastEthernet0/0,local
novattgorica,10.0.0.34/31,FastEthernet0/1,connected
novattgorica,10.0.0.35/32,FastEthernet0/1,local
novattgorica,10.0.0.46/31,FastEthernet1/0,connected
novattgorica,10.0.0.47/32,FastEthernet1/0,local
novattgorica,10.0.0.48/31,FastEthernet0/0,connected
novattgorica,10.0.0.48/32,FastEthernet0/0,local
novottmesto,10.0.0.6/31,FastEthernet0/1,connected
novottmesto,10.0.0.7/32,FastEthernet0/1,local
novottmesto,10.0.0.32/31,FastEthernet0/0,connected
novottmesto,10.0.0.32/32,FastEthernet0/0,local
ormoz,10.0.0.82/31,FastEthernet0/0,connected
ormoz,10.0.0.83/32,FastEthernet0/0,local
ormoz,10.0.0.84/31,FastEthernet0/1,connected
ormoz,10.0.0.84/32,FastEthernet0/1,local
peercelje_0,10.0.0.16/31,FastEthernet0/0,connected
peercelje_0,10.0.0.17/32,FastEthernet0/0,local
peercelje_0,128.0.0.0/24,Loopback0,connected
peercelje_0,128.0.0.1/32,Loopback0,local
portoroz,10.0.0.50/31,FastEthernet0/0,connected
portoroz,10.0.0.50/32,FastEthernet0/0,local
portoroz,10.0.0.52/31,FastEthernet0/1,connected
portoroz,10.0.0.52/32,FastEthernet0/1,local
postojna,10.0.0.36/31,FastEthernet0/0,connected
postojna,10.0.0.37/32,FastEthernet0/0,local
postojna,10.0.0.66/31,FastEthernet0/1,connected
postojna,10.0.0.67/32,FastEthernet0/1,local
ptuj,10.0.0.60/31,FastEthernet1/0,connected
ptuj,10.0.0.61/32,FastEthernet1/0,local
ptuj,10.0.0.84/31,FastEthernet0/1,connected
ptuj,10.0.0.85/32,FastEthernet0/1,local
ptuj,10.0.0.86/31,FastEthernet0/0,connected
ptuj,10.0.0.86/32,FastEthernet0/0,local
radenci,10.0.0.54/31,FastEthernet0/0,connected
radenci,10.0.0.55/32,FastEthernet0/0,local
radenci,10.0.0.58/31,FastEthernet0/1,connected
radenci,10.0.0.58/32,FastEthernet0/1,local
ravnettnattkoroskem,10.0.0.92/31,FastEthernet0/0,connected
ravnettnattkoroskem,10.0.0.93/32,FastEthernet0/0,local
rogasjattslatina,10.0.0.4/31,FastEthernet0/0,connected
rogasjattslatina,10.0.0.5/32,FastEthernet0/0,local
rogasjattslatina,10.0.0.60/31,FastEthernet0/1,connected
rogasjattslatina,10.0.0.60/32,FastEthernet0/1,local
senozece,10.0.0.62/31,FastEthernet1/0,connected
senozece,10.0.0.62/32,FastEthernet1/0,local
senozece,10.0.0.64/31,FastEthernet0/0,connected
senozece,10.0.0.64/32,FastEthernet0/0,local
senozece,10.0.0.66/31,FastEthernet0/1,connected
senozece,10.0.0.66/32,FastEthernet0/1,local
sezana,10.0.0.62/31,FastEthernet0/0,connected
sezana,10.0.0.63/32,FastEthernet0/0,local
slovenjttgradec,10.0.0.74/31,FastEthernet0/0,connected
slovenjttgradec,10.0.0.74/32,FastEthernet0/0,local
slovenjttgradec,10.0.0.76/31,FastEthernet0/1,connected
slovenjttgradec,10.0.0.76/32,FastEthernet0/1,local
slovenskattbistrica,10.0.0.14/31,FastEthernet0/0,connected
slovenskattbistrica,10.0.0.15/32,FastEthernet0/0,local
slovenskattbistrica,10.0.0.90/31,FastEthernet0/1,connected
slovenskattbistrica,10.0.0.91/32,FastEthernet0/1,local
tolmin,10.0.0.30/31,FastEthernet0/0,connected
tolmin,10.0.0.31/32,FastEthernet0/0,local
tolmin,10.0.0.46/31,FastEthernet0/1,connected
tolmin,10.0.0.46/32,FastEthernet0/1,local
trbovlje,10.0.0.0/31,FastEthernet0/0,connected
trbovlje,10.0.0.0/32,FastEthernet0/0,local
trbovlje,10.0.0.2/31,FastEthernet0/1,connected
trbovlje,10.0.0.2/32,FastEthernet0/1,local
velenje,10.0.0.8/31,FastEthernet0/0,connected
velenje,10.0.0.9/32,FastEthernet0/0,local
velenje,10.0.0.76/31,FastEthernet1/0,connected
velenje,10.0.0.77/32,FastEthernet1/0,local
velenje,10.0.0.78/31,FastEthernet0/1,connected
velenje,10.0.0.78/32,FastEthernet0/1,local
velenje,128.0.0.0/24,ip,bgp
