Node,Network,Next_Hop,Protocol
cologne,10.0.0.46/31,FastEthernet0/0,connected
cologne,10.0.0.46/32,FastEthernet0/0,local
cologne,10.0.0.48/31,FastEthernet0/1,connected
cologne,10.0.0.48/32,FastEthernet0/1,local
como,10.0.0.190/31,FastEthernet0/0,connected
como,10.0.0.191/32,FastEthernet0/0,local
como,10.0.0.212/31,FastEthernet0/1,connected
como,10.0.0.212/32,FastEthernet0/1,local
copenhagen,10.0.0.140/31,FastEthernet2/0,connected
copenhagen,10.0.0.140/32,FastEthernet2/0,local
copenhagen,10.0.0.142/31,FastEthernet0/1,connected
copenhagen,10.0.0.142/32,FastEthernet0/1,local
copenhagen,10.0.0.144/31,FastEthernet1/0,connected
copenhagen,10.0.0.144/32,FastEthernet1/0,local
copenhagen,10.0.0.146/31,FastEthernet1/1,connected
copenhagen,10.0.0.146/32,FastEthernet1/1,local
copenhagen,10.0.0.148/31,FastEthernet0/0,connected
copenhagen,10.0.0.148/32,FastEthernet0/0,local
cuneo,10.0.1.18/31,FastEthernet0/0,connected
cuneo,10.0.1.18/32,FastEthernet0/0,local
denttbosch,10.0.0.70/31,FastEthernet1/0,connected
denttbosch,10.0.0.71/32,FastEthernet1/0,local
denttbosch,10.0.0.130/31,FastEthernet0/1,connected
denttbosch,10.0.0.131/32,FastEthernet0/1,local
denttbosch,10.0.0.136/31,FastEthernet0/0,connected
denttbosch,10.0.0.137/32,FastEthernet0/0,local
denttbosch,10.0.0.138/31,FastEthernet1/1,connected
denttbosch,10.0.0.138/32,FastEthernet1/1,local
dijon,10.0.1.68/31,FastEthernet0/0,connected
dijon,10.0.1.69/32,FastEthernet0/0,local
dortmund,10.0.1.82/31,FastEthernet0/1,connected
dortmund,10.0.1.83/32,FastEthernet0/1,local
dortmund,10.0.1.84/31,FastEthernet0/0,connected
dortmund,10.0.1.84/32,FastEthernet0/0,local
dresden,10.0.0.14/31,FastEthernet0/1,connected
dresden,10.0.0.15/32,FastEthernet0/1,local
dresden,10.0.0.16/31,FastEthernet0/0,connected
dresden,10.0.0.16/32,FastEthernet0/0,local
dresden,10.0.0.18/31,FastEthernet1/0,connected
dresden,10.0.0.18/32,FastEthernet1/0,local
dublin,10.0.0.222/31,FastEthernet0/1,connected
dublin,10.0.0.222/32,FastEthernet0/1,local
dublin,10.0.0.224/31,FastEthernet0/0,connected
dublin,10.0.0.224/32,FastEthernet0/0,local
dusseldorf,10.0.0.46/31,FastEthernet0/1,connected
dusseldorf,10.0.0.47/32,FastEthernet0/1,local
dusseldorf,10.0.0.60/31,FastEthernet1/0,connected
dusseldorf,10.0.0.60/32,FastEthernet1/0,local
dusseldorf,10.0.0.62/31,FastEthernet0/0,connected
dusseldorf,10.0.0.62/32,FastEthernet0/0,local
dusseldorf,10.0.0.64/31,FastEthernet1/1,connected
dusseldorf,10.0.0.64/32,FastEthernet1/1,local
dusseldorf,10.0.0.66/31,FastEthernet2/0,connected
dusseldorf,10.0.0.66/32,FastEthernet2/0,local
eindhoven,10.0.0.130/31,FastEthernet0/0,connected
eindhoven,10.0.0.130/32,FastEthernet0/0,local
erding,10.0.0.28/31,FastEthernet0/0,connected
erding,10.0.0.28/32,FastEthernet0/0,local
essen,10.0.0.60/31,FastEthernet0/1,connected
essen,10.0.0.61/32,FastEthernet0/1,local
essen,10.0.0.150/31,FastEthernet1/0,connected
essen,10.0.0.151/32,FastEthernet1/0,local
essen,10.0.1.84/31,FastEthernet0/0,connected
essen,10.0.1.85/32,FastEthernet0/0,local
esslingen,10.0.0.106/31,FastEthernet0/0,connected
esslingen,10.0.0.106/32,FastEthernet0/0,local
evere,10.0.0.134/31,FastEthernet0/0,connected
evere,10.0.0.134/32,FastEthernet0/0,local
firenze,10.0.0.198/31,FastEthernet0/1,connected
firenze,10.0.0.199/32,FastEthernet0/1,local
firenze,10.0.0.202/31,FastEthernet1/0,connected
firenze,10.0.0.202/32,FastEthernet1/0,local
firenze,10.0.0.204/31,FastEthernet0/0,connected
firenze,10.0.0.204/32,FastEthernet0/0,local
frankfurt,10.0.0.40/31,FastEthernet0/1,connected
frankfurt,10.0.0.41/32,FastEthernet0/1,local
frankfurt,10.0.0.48/31,FastEthernet0/0,connected
frankfurt,10.0.0.49/32,FastEthernet0/0,local
geneve,10.0.0.118/31,FastEthernet0/1,connected
geneve,10.0.0.119/32,FastEthernet0/1,local
geneve,10.0.1.72/31,FastEthernet0/0,connected
geneve,10.0.1.73/32,FastEthernet0/0,local
genova,10.0.0.196/31,FastEthernet0/1,connected
genova,10.0.0.196/32,FastEthernet0/1,local
genova,10.0.0.198/31,FastEthernet0/0,connected
genova,10.0.0.198/32,FastEthernet0/0,local
ghent,10.0.0.232/31,FastEthernet0/1,connected
ghent,10.0.0.232/32,FastEthernet0/1,local
ghent,10.0.0.234/31,FastEthernet0/0,connected
ghent,10.0.0.234/32,FastEthernet0/0,local
ghent,10.0.0.236/31,FastEthernet1/0,connected
ghent,10.0.0.236/32,FastEthernet1/0,local
gothenburg,10.0.0.142/31,FastEthernet0/0,connected
gothenburg,10.0.0.143/32,FastEthernet0/0,local
gothenburg,10.0.0.172/31,FastEthernet0/1,connected
gothenburg,10.0.0.172/32,FastEthernet0/1,local
graz,10.0.0.30/31,FastEthernet0/1,connected
graz,10.0.0.31/32,FastEthernet0/1,local
graz,10.0.1.28/31,FastEthernet0/0,connected
graz,10.0.1.28/32,FastEthernet0/0,local
grenoble,10.0.1.4/31,FastEthernet0/0,connected
grenoble,10.0.1.4/32,FastEthernet0/0,local
hamburg,10.0.0.8/31,FastEthernet3/0,connected
hamburg,10.0.0.9/32,FastEthernet3/0,local
hamburg,10.0.0.56/31,FastEthernet2/0,connected
hamburg,10.0.0.57/32,FastEthernet2/0,local
hamburg,10.0.0.144/31,FastEthernet1/0,connected
hamburg,10.0.0.145/32,FastEthernet1/0,local
hamburg,10.0.0.150/31,FastEthernet1/1,connected
hamburg,10.0.0.150/32,FastEthernet1/1,local
hamburg,10.0.0.152/31,FastEthernet0/0,connected
hamburg,10.0.0.152/32,FastEthernet0/0,local
hamburg,10.0.0.154/31,FastEthernet2/1,connected
hamburg,10.0.0.154/32,FastEthernet2/1,local
hamburg,10.0.0.156/31,FastEthernet0/1,connected
hamburg,10.0.0.156/32,FastEthernet0/1,local
hannover,10.0.0.56/31,FastEthernet0/0,connected
hannover,10.0.0.56/32,FastEthernet0/0,local
hannover,10.0.0.58/31,FastEthernet0/1,connected
hannover,10.0.0.58/32,FastEthernet0/1,local
helsinki,10.0.0.168/31,FastEthernet0/0,connected
helsinki,10.0.0.169/32,FastEthernet0/0,local
hilversum,10.0.1.74/31,FastEthernet0/1,connected
hilversum,10.0.1.75/32,FastEthernet0/1,local
hilversum,10.0.1.78/31,FastEthernet0/0,connected
hilversum,10.0.1.78/32,FastEthernet0/0,local
hoofddorp,10.0.0.54/31,FastEthernet0/1,connected
hoofddorp,10.0.0.55/32,FastEthernet0/1,local
hoofddorp,10.0.1.80/31,FastEthernet0/0,connected
hoofddorp,10.0.1.80/32,FastEthernet0/0,local
innsbruck,10.0.1.32/31,FastEthernet0/0,connected
innsbruck,10.0.1.33/32,FastEthernet0/0,local
karlsruhe,10.0.0.42/31,FastEthernet0/0,connected
karlsruhe,10.0.0.43/32,FastEthernet0/0,local
karlsruhe,10.0.0.92/31,FastEthernet0/1,connected
karlsruhe,10.0.0.92/32,FastEthernet0/1,local
karlsruhe,10.0.0.94/31,FastEthernet1/0,connected
karlsruhe,10.0.0.94/32,FastEthernet1/0,local
klagenfurt,10.0.1.28/31,FastEthernet0/0,connected
klagenfurt,10.0.1.29/32,FastEthernet0/0,local
kolding,10.0.0.154/31,FastEthernet0/1,connected
kolding,10.0.0.155/32,FastEthernet0/1,local
kolding,10.0.0.158/31,FastEthernet0/0,connected
kolding,10.0.0.159/32,FastEthernet0/0,local
kortnijk,10.0.1.60/31,FastEthernet0/0,connected
kortnijk,10.0.1.60/32,FastEthernet0/0,local
krakov,10.0.0.20/31,FastEthernet0/0,connected
krakov,10.0.0.20/32,FastEthernet0/0,local
krakov,10.0.0.22/31,FastEthernet0/1,connected
krakov,10.0.0.22/32,FastEthernet0/1,local
lausanne,10.0.0.110/31,FastEthernet0/0,connected
lausanne,10.0.0.110/32,FastEthernet0/0,local
lausanne,10.0.0.112/31,FastEthernet0/1,connected
lausanne,10.0.0.112/32,FastEthernet0/1,local
leipzig,10.0.0.12/31,FastEthernet0/1,connected
leipzig,10.0.0.12/32,FastEthernet0/1,local
leipzig,10.0.0.14/31,FastEthernet0/0,connected
leipzig,10.0.0.14/32,FastEthernet0/0,local
leuven,10.0.0.128/31,FastEthernet0/0,connected
leuven,10.0.0.128/32,FastEthernet0/0,local
liege,10.0.0.122/31,FastEthernet0/0,connected
liege,10.0.0.122/32,FastEthernet0/0,local
lille,10.0.0.180/31,FastEthernet0/1,connected
lille,10.0.0.181/32,FastEthernet0/1,local
lille,10.0.0.232/31,FastEthernet0/0,connected
lille,10.0.0.233/32,FastEthernet0/0,local
lille,10.0.1.58/31,FastEthernet1/0,connected
lille,10.0.1.58/32,FastEthernet1/0,local
linz,10.0.0.0/31,FastEthernet0/1,connected
linz,10.0.0.0/32,FastEthernet0/1,local
linz,10.0.0.2/31,FastEthernet1/0,connected
linz,10.0.0.2/32,FastEthernet1/0,local
linz,10.0.0.4/31,FastEthernet0/0,connected
linz,10.0.0.4/32,FastEthernet0/0,local
lisbon,10.0.0.72/31,FastEthernet1/0,connected
lisbon,10.0.0.73/32,FastEthernet1/0,local
lisbon,10.0.0.76/31,FastEthernet0/1,connected
lisbon,10.0.0.77/32,FastEthernet0/1,local
lisbon,10.0.0.78/31,FastEthernet0/0,connected
lisbon,10.0.0.78/32,FastEthernet0/0,local
livorno,10.0.0.200/31,FastEthernet0/0,connected
livorno,10.0.0.200/32,FastEthernet0/0,local
london,10.0.0.88/31,FastEthernet0/0,connected
london,10.0.0.89/32,FastEthernet0/0,local
london,10.0.0.162/31,FastEthernet2/1,connected
london,10.0.0.163/32,FastEthernet2/1,local
london,10.0.0.166/31,FastEthernet2/0,connected
london,10.0.0.167/32,FastEthernet2/0,local
london,10.0.0.182/31,FastEthernet3/0,connected
london,10.0.0.183/32,FastEthernet3/0,local
london,10.0.0.222/31,FastEthernet1/0,connected
london,10.0.0.223/32,FastEthernet1/0,local
london,10.0.0.226/31,FastEthernet1/1,connected
london,10.0.0.227/32,FastEthernet1/1,local
london,10.0.1.20/31,FastEthernet3/1,connected
london,10.0.1.21/32,FastEthernet3/1,local
london,10.0.1.94/31,FastEthernet0/1,connected
london,10.0.1.94/32,FastEthernet0/1,local
lucerne,10.0.0.186/31,FastEthernet0/1,connected
lucerne,10.0.0.186/32,FastEthernet0/1,local
lucerne,10.0.0.188/31,FastEthernet0/0,connected
lucerne,10.0.0.188/32,FastEthernet0/0,local
lugano,10.0.0.188/31,FastEthernet0/1,connected
lugano,10.0.0.189/32,FastEthernet0/1,local
lugano,10.0.0.192/31,FastEthernet0/0,connected
lugano,10.0.0.193/32,FastEthernet0/0,local
luxembourg,10.0.0.132/31,FastEthernet0/0,connected
luxembourg,10.0.0.132/32,FastEthernet0/0,local
lyon,10.0.1.0/31,FastEthernet1/1,connected
lyon,10.0.1.1/32,FastEthernet1/1,local
lyon,10.0.1.4/31,FastEthernet1/0,connected
lyon,10.0.1.5/32,FastEthernet1/0,local
lyon,10.0.1.68/31,FastEthernet0/0,connected
lyon,10.0.1.68/32,FastEthernet0/0,local
lyon,10.0.1.70/31,FastEthernet2/0,connected
lyon,10.0.1.70/32,FastEthernet2/0,local
lyon,10.0.1.72/31,FastEthernet0/1,connected
lyon,10.0.1.72/32,FastEthernet0/1,local
madrid,10.0.0.78/31,FastEthernet0/1,connected
madrid,10.0.0.79/32,FastEthernet0/1,local
madrid,10.0.0.246/31,FastEthernet1/0,connected
madrid,10.0.0.247/32,FastEthernet1/0,local
madrid,10.0.1.10/31,FastEthernet0/0,connected
madrid,10.0.1.11/32,FastEthernet0/0,local
madrid,128.0.0.0/24,ip,bgp
magdemburg,10.0.0.174/31,FastEthernet0/0,connected
magdemburg,10.0.0.175/32,FastEthernet0/0,local
malmo,10.0.0.146/31,FastEthernet0/0,connected
malmo,10.0.0.147/32,FastEthernet0/0,local
manchester,10.0.0.226/31,FastEthernet0/1,connected
manchester,10.0.0.226/32,FastEthernet0/1,local
manchester,10.0.0.228/31,FastEthernet0/0,connected
manchester,10.0.0.228/32,FastEthernet0/0,local
mannheim,10.0.0.40/31,FastEthernet0/0,connected
mannheim,10.0.0.40/32,FastEthernet0/0,local
mannheim,10.0.0.42/31,FastEthernet0/1,connected
mannheim,10.0.0.42/32,FastEthernet0/1,local
marseille,10.0.0.252/31,FastEthernet1/0,connected
marseille,10.0.0.252/32,FastEthernet1/0,local
marseille,10.0.0.254/31,FastEthernet1/1,connected
marseille,10.0.0.254/32,FastEthernet1/1,local
marseille,10.0.1.0/31,FastEthernet0/0,connected
marseille,10.0.1.0/32,FastEthernet0/0,local
marseille,10.0.1.2/31,FastEthernet0/1,connected
marseille,10.0.1.2/32,FastEthernet0/1,local
milan,10.0.0.194/31,FastEthernet4/1,connected
milan,10.0.0.195/32,FastEthernet4/1,local
milan,10.0.0.196/31,FastEthernet2/0,connected
milan,10.0.0.197/32,FastEthernet2/0,local
milan,10.0.0.200/31,FastEthernet2/1,connected
milan,10.0.0.201/32,FastEthernet2/1,local
milan,10.0.0.206/31,FastEthernet5/1,connected
milan,10.0.0.207/32,FastEthernet5/1,local
milan,10.0.0.208/31,FastEthernet4/0,connected
milan,10.0.0.209/32,FastEthernet4/0,local
milan,10.0.0.210/31,FastEthernet8/0,connected
milan,10.0.0.211/32,FastEthernet8/0,local
milan,10.0.0.212/31,FastEthernet1/1,connected
milan,10.0.0.213/32,FastEthernet1/1,local
milan,10.0.1.12/31,FastEthernet1/0,connected
milan,10.0.1.13/32,FastEthernet1/0,local
milan,10.0.1.14/31,FastEthernet3/1,connected
milan,10.0.1.15/32,FastEthernet3/1,local
milan,10.0.1.16/31,FastEthernet0/1,connected
milan,10.0.1.17/32,FastEthernet0/1,local
milan,10.0.1.26/31,FastEthernet6/1,connected
milan,10.0.1.27/32,FastEthernet6/1,local
milan,10.0.1.36/31,FastEthernet6/0,connected
milan,10.0.1.37/32,FastEthernet6/0,local
milan,10.0.1.42/31,FastEthernet5/0,connected
milan,10.0.1.43/32,FastEthernet5/0,local
milan,10.0.1.48/31,FastEthernet0/0,connected
milan,10.0.1.49/32,FastEthernet0/0,local
milan,10.0.1.50/31,FastEthernet3/0,connected
milan,10.0.1.51/32,FastEthernet3/0,local
milan,10.0.1.54/31,FastEthernet7/0,connected
milan,10.0.1.55/32,FastEthernet7/0,local
milan,10.0.1.56/31,FastEthernet8/1,connected
milan,10.0.1.57/32,FastEthernet8/1,local
milan,10.0.1.88/31,FastEthernet7/1,connected
milan,10.0.1.89/32,FastEthernet7/1,local
modena,10.0.1.38/31,FastEthernet0/1,connected
modena,10.0.1.38/32,FastEthernet0/1,local
modena,10.0.1.40/31,FastEthernet0/0,connected
modena,10.0.1.40/32,FastEthernet0/0,local
mons,10.0.0.126/31,FastEthernet0/0,connected
mons,10.0.0.126/32,FastEthernet0/0,local
montpellier,10.0.0.242/31,FastEthernet0/1,connected
montpellier,10.0.0.243/32,FastEthernet0/1,local
montpellier,10.0.1.2/31,FastEthernet0/0,connected
montpellier,10.0.1.3/32,FastEthernet0/0,local
monza,10.0.1.50/31,FastEthernet0/0,connected
monza,10.0.1.50/32,FastEthernet0/0,local
munich,10.0.0.26/31,FastEthernet0/1,connected
munich,10.0.0.27/32,FastEthernet0/1,local
munich,10.0.0.28/31,FastEthernet0/0,connected
munich,10.0.0.29/32,FastEthernet0/0,local
munich,10.0.0.38/31,FastEthernet1/1,connected
munich,10.0.0.39/32,FastEthernet1/1,local
munich,10.0.0.44/31,FastEthernet1/0,connected
munich,10.0.0.44/32,FastEthernet1/0,local
nantes,10.0.1.6/31,FastEthernet0/0,connected
nantes,10.0.1.7/32,FastEthernet0/0,local
nantes,10.0.1.66/31,FastEthernet0/1,connected
nantes,10.0.1.66/32,FastEthernet0/1,local
napoli,10.0.0.250/31,FastEthernet0/0,connected
napoli,10.0.0.251/32,FastEthernet0/0,local
neuss,10.0.0.64/31,FastEthernet0/0,connected
neuss,10.0.0.65/32,FastEthernet0/0,local
newark,10.0.0.160/31,FastEthernet1/0,connected
newark,10.0.0.160/32,FastEthernet1/0,local
newark,10.0.0.162/31,FastEthernet0/0,connected
newark,10.0.0.162/32,FastEthernet0/0,local
newark,10.0.0.164/31,FastEthernet0/1,connected
newark,10.0.0.164/32,FastEthernet0/1,local
newttyork,10.0.0.164/31,FastEthernet0/1,connected
newttyork,10.0.0.165/32,FastEthernet0/1,local
newttyork,10.0.0.166/31,FastEthernet0/0,connected
newttyork,10.0.0.166/32,FastEthernet0/0,local
nice,10.0.0.252/31,FastEthernet0/0,connected
nice,10.0.0.253/32,FastEthernet0/0,local
nodeid60,10.0.0.58/31,FastEthernet0/1,connected
nodeid60,10.0.0.59/32,FastEthernet0/1,local
nodeid60,10.0.0.174/31,FastEthernet1/0,connected
nodeid60,10.0.0.174/32,FastEthernet1/0,local
nodeid60,10.0.0.176/31,FastEthernet0/0,connected
nodeid60,10.0.0.176/32,FastEthernet0/0,local
nodeid62,10.0.0.180/31,FastEthernet0/0,connected
nodeid62,10.0.0.180/32,FastEthernet0/0,local
nodeid62,10.0.0.182/31,FastEthernet0/1,connected
nodeid62,10.0.0.182/32,FastEthernet0/1,local
nodeid62,10.0.0.184/31,FastEthernet1/0,connected
nodeid62,10.0.0.184/32,FastEthernet1/0,local
nodeid73,10.0.0.110/31,FastEthernet1/1,connected
nodeid73,10.0.0.111/32,FastEthernet1/1,local
nodeid73,10.0.0.114/31,FastEthernet1/0,connected
nodeid73,10.0.0.115/32,FastEthernet1/0,local
nodeid73,10.0.0.214/31,FastEthernet0/1,connected
nodeid73,10.0.0.214/32,FastEthernet0/1,local
nodeid73,10.0.0.216/31,FastEthernet0/0,connected
nodeid73,10.0.0.216/32,FastEthernet0/0,local
nodeid79,10.0.0.238/31,FastEthernet0/0,connected
nodeid79,10.0.0.238/32,FastEthernet0/0,local
nodeid79,10.0.0.240/31,FastEthernet1/0,connected
nodeid79,10.0.0.240/32,FastEthernet1/0,local
nodeid79,10.0.0.242/31,FastEthernet0/1,connected
nodeid79,10.0.0.242/32,FastEthernet0/1,local
nodeid79,128.0.0.0/24,ip,bgp
novara,10.0.1.14/31,FastEthernet0/0,connected
novara,10.0.1.14/32,FastEthernet0/0,local
nuremberg,10.0.0.12/31,FastEthernet0/0,connected
nuremberg,10.0.0.13/32,FastEthernet0/0,local
nuremberg,10.0.0.26/31,FastEthernet0/1,connected
nuremberg,10.0.0.26/32,FastEthernet0/1,local
nyon,10.0.0.112/31,FastEthernet0/1,connected
nyon,10.0.0.113/32,FastEthernet0/1,local
nyon,10.0.0.118/31,FastEthernet0/0,connected
nyon,10.0.0.118/32,FastEthernet0/0,local
oslo,10.0.0.170/31,FastEthernet0/1,connected
oslo,10.0.0.171/32,FastEthernet0/1,local
oslo,10.0.0.172/31,FastEthernet0/0,connected
oslo,10.0.0.173/32,FastEthernet0/0,local
ostend,10.0.0.184/31,FastEthernet0/1,connected
ostend,10.0.0.185/32,FastEthernet0/1,local
ostend,10.0.0.236/31,FastEthernet0/0,connected
ostend,10.0.0.237/32,FastEthernet0/0,local
padova,10.0.0.248/31,FastEthernet0/0,connected
padova,10.0.0.249/32,FastEthernet0/0,local
padova,10.0.1.24/31,FastEthernet0/1,connected
padova,10.0.1.25/32,FastEthernet0/1,local
padova,10.0.1.44/31,FastEthernet1/0,connected
padova,10.0.1.44/32,FastEthernet1/0,local
palermo,10.0.0.84/31,FastEthernet0/0,connected
palermo,10.0.0.84/32,FastEthernet0/0,local
paris,10.0.0.160/31,FastEthernet1/0,connected
paris,10.0.0.161/32,FastEthernet1/0,local
paris,10.0.1.58/31,FastEthernet0/0,connected
paris,10.0.1.59/32,FastEthernet0/0,local
