Device,Interface,IP Address,Subnet Mask,Description
hinettnesna,FastEthernet0/0,10.0.0.62,/31,"""To HiNeTTSandnesjoen"""
hinettnesna,FastEthernet0/1,10.0.0.57,/31,"""To NBTTMoTTiTTRana"""
hinettsandnesjoen,FastEthernet0/0,10.0.0.126,/31,"""To HBOTTBodo"""
hinettsandnesjoen,FastEthernet0/1,10.0.0.63,/31,"""To HiNeTTNesna"""
hinettsandnesjoen,FastEthernet1/0,10.0.0.124,/31,"""To NTNUTTHovedbygget"""
hingttstjordal,FastEthernet0/0,10.0.0.142,/31,"""To HiNTTTLevanger"""
hingttstjordal,FastEthernet0/1,10.0.0.144,/31,"""To NTNUTTRealfagbygget"""
hingttstjordal,FastEthernet1/0,10.0.0.146,/31,"""To PeerHingTTStjordal_0"""
hinttnarvik,FastEthernet0/0,10.0.0.74,/31,"""To HBOTTBodo"""
hinttnarvik,FastEthernet0/1,10.0.0.72,/31,"""To HiHTTHarstad"""
hinttnarvik,FastEthernet1/0,10.0.0.70,/31,"""To NTNUTTHovedbygget"""
hinttnarvik,FastEthernet1/1,10.0.0.68,/31,"""To Stockholm"""
hinttnarvik,FastEthernet2/0,10.0.0.76,/31,"""To UiTo"""
hintttlevanger,FastEthernet0/0,10.0.0.129,/31,"""To HiNTTTSteinkjer"""
hintttlevanger,FastEthernet0/1,10.0.0.143,/31,"""To HingTTStjordal"""
hintttnamsos,FastEthernet0/0,10.0.0.131,/31,"""To HiNTTTSteinkjer"""
hintttnamsos,FastEthernet0/1,10.0.0.53,/31,"""To NBTTMoTTiTTRana"""
hintttsteinkjer,FastEthernet0/0,10.0.0.128,/31,"""To HiNTTTLevanger"""
hintttsteinkjer,FastEthernet0/1,10.0.0.130,/31,"""To HiNTTTNamsos"""
hintttsteinkjer,FastEthernet1/0,10.0.0.132,/31,"""To NTNUTTHovedbygget"""
hiottfredrikstad,FastEthernet0/0,10.0.0.65,/31,"""To HVETTBorre"""
hiottfredrikstad,FastEthernet0/1,10.0.0.165,/31,"""To HiOTTHalden"""
hiottfredrikstad,FastEthernet1/0,10.0.0.167,/31,"""To UMBTTAs"""
hiotthalden,FastEthernet0/0,10.0.0.164,/31,"""To HiOTTFredrikstad"""
hiotthalden,FastEthernet0/1,10.0.0.19,/31,"""To UiOID1"""
hitttbo,FastEthernet0/0,10.0.0.45,/31,"""To HiBUTTDrammen"""
hitttbo,FastEthernet0/1,10.0.0.172,/31,"""To HiTTTNotodden"""
hitttbo,FastEthernet1/0,10.0.0.171,/31,"""To HiTTTPorsgrunn"""
hitttbo,FastEthernet1/1,10.0.0.169,/31,"""To HitTTRauland"""
hitttbo,FastEthernet2/0,10.0.0.9,/31,"""To UiO"""
hitttnotodden,FastEthernet0/0,10.0.0.173,/31,"""To HiTTTBo"""
hitttporsgrunn,FastEthernet0/0,10.0.0.170,/31,"""To HiTTTBo"""
hitttporsgrunn,FastEthernet0/1,10.0.0.163,/31,"""To UiATTGrimstad"""
hitttrauland,FastEthernet0/0,10.0.0.168,/31,"""To HiTTTBo"""
hsfttforde,FastEthernet0/0,10.0.0.122,/31,"""To HSFTTSandane"""
hsfttforde,FastEthernet0/1,10.0.0.121,/31,"""To HSFTTSongdal"""
hsfttforde,FastEthernet1/0,10.0.0.101,/31,"""To HVOTTVolda"""
hsfttsandane,FastEthernet0/0,10.0.0.123,/31,"""To HSFTTForde"""
hsfttsongdal,FastEthernet0/0,10.0.0.120,/31,"""To HSFTTForde"""
hsfttsongdal,FastEthernet0/1,10.0.0.117,/31,"""To UiBTTHoyteklogibygget"""
hshtthaugesund,FastEthernet0/0,10.0.0.110,/31,"""To HSHTTStord"""
hshtthaugesund,FastEthernet0/1,10.0.0.105,/31,"""To UiSTTStavanger"""
hshttstord,FastEthernet0/0,10.0.0.111,/31,"""To HSHTTHaugesund"""
hshttstord,FastEthernet0/1,10.0.0.112,/31,"""To UiBTTHoyteklogibygget"""
hsmttkristiansun,FastEthernet0/0,10.0.0.149,/31,"""To HSMTTMolde"""
hsmttkristiansun,FastEthernet0/1,10.0.0.150,/31,"""To UNINETTTTTeknobyen"""
hsmttmolde,FastEthernet0/0,10.0.0.148,/31,"""To HSMTTKristiansun"""
hsmttmolde,FastEthernet0/1,10.0.0.99,/31,"""To HiATTAlesund"""
hvettborre,FastEthernet0/0,10.0.0.66,/31,"""To HVETTLarvik"""
hvettborre,FastEthernet0/1,10.0.0.43,/31,"""To HiBUTTDrammen"""
hvettborre,FastEthernet1/0,10.0.0.64,/31,"""To HiOTTFredrikstad"""
hvettlarvik,FastEthernet0/0,10.0.0.67,/31,"""To HVETTBorre"""
hvottvolda,FastEthernet0/0,10.0.0.100,/31,"""To HSFTTForde"""
hvottvolda,FastEthernet0/1,10.0.0.93,/31,"""To HiATTAlesund"""
nbttmottittrana,FastEthernet0/0,10.0.0.58,/31,"""To HBOTTBodo"""
nbttmottittrana,FastEthernet0/1,10.0.0.50,/31,"""To HBOTTMoTTiTTRana"""
nbttmottittrana,FastEthernet1/0,10.0.0.52,/31,"""To HiNTTTNamsos"""
nbttmottittrana,FastEthernet1/1,10.0.0.54,/31,"""To HiNeTTMoTTiTTRana"""
nbttmottittrana,FastEthernet2/0,10.0.0.56,/31,"""To HiNeTTNesna"""
nbttmottittrana,FastEthernet2/1,10.0.0.60,/31,"""To NTNUTTRealfagbygget"""
nordunetttkobenhavn,FastEthernet0/0,10.0.0.31,/31,"""To UiOTTStTTOlavsplassTT5"""
nordunetttstockholm,FastEthernet0/0,10.0.0.134,/31,"""To Stockholm"""
nordunetttstockholmid58,FastEthernet0/0,10.0.0.21,/31,"""To UiOID1"""
ntnutthovedbygget,FastEthernet0/0,10.0.0.95,/31,"""To HiATTAlesund"""
ntnutthovedbygget,FastEthernet0/1,10.0.0.71,/31,"""To HiNTTNarvik"""
ntnutthovedbygget,FastEthernet1/0,10.0.0.133,/31,"""To HiNTTTSteinkjer"""
ntnutthovedbygget,FastEthernet1/1,10.0.0.125,/31,"""To HiNeTTSandnesjoen"""
ntnutthovedbygget,FastEthernet2/0,10.0.0.182,/31,"""To NTNUTTRealfagbygget"""
ntnutthovedbygget,FastEthernet2/1,10.0.0.184,/31,"""To UNINETTTTTeknobyen"""
ntnutthovedbygget,FastEthernet3/0,10.0.0.119,/31,"""To UiBTTHoyteklogibygget"""
ntnutthovedbygget,FastEthernet3/1,10.0.0.37,/31,"""To UiOTTStTTOlavsplassTT5"""
ntnuttrealfagbygget,FastEthernet0/0,10.0.0.145,/31,"""To HingTTStjordal"""
ntnuttrealfagbygget,FastEthernet0/1,10.0.0.61,/31,"""To NBTTMoTTiTTRana"""
ntnuttrealfagbygget,FastEthernet1/0,10.0.0.183,/31,"""To NTNUTTHovedbygget"""
ntnuttrealfagbygget,FastEthernet1/1,10.0.0.186,/31,"""To UNINETTTTTeknobyen"""
ntnuttrealfagbygget,FastEthernet2/0,10.0.0.23,/31,"""To UiOID1"""
ntnuttrealfagbygget,FastEthernet2/1,10.0.0.159,/31,"""To UiToID43"""
nyalesund,FastEthernet0/0,10.0.0.140,/31,"""To UNISTTSvalbard"""
peerhingttstjordal_0,FastEthernet0/0,10.0.0.147,/31,"""To HingTTStjordal"""
peerhingttstjordal_0,Loopback0,128.0.0.1,/24,"""For P_PeerHingTTStjordal_0"""
sa_shttkautokeino,FastEthernet0/0,10.0.0.136,/31,"""To HiFTTAlta"""
sa_shttkautokeino,FastEthernet0/1,10.0.0.85,/31,"""To UiToTTKarasjok"""
stockholm,FastEthernet0/0,10.0.0.69,/31,"""To HiNTTNarvik"""
stockholm,FastEthernet0/1,10.0.0.135,/31,"""To NORDUnetTTStockholm"""
stockholm,FastEthernet1/0,10.0.0.13,/31,"""To UiOID1"""
uiattgrimstad,FastEthernet0/0,10.0.0.162,/31,"""To HiTTTPorsgrunn"""
uiattgrimstad,FastEthernet0/1,10.0.0.161,/31,"""To UiATTKristiansand"""
uiattkristiansand,FastEthernet0/0,10.0.0.160,/31,"""To UiATTGrimstad"""
uiattkristiansand,FastEthernet0/1,10.0.0.33,/31,"""To UiOTTStTTOlavsplassTT5"""
uiattkristiansand,FastEthernet1/0,10.0.0.107,/31,"""To UiSTTStavanger"""
uibttbt,FastEthernet0/0,10.0.0.115,/31,"""To UiBTTHoyteklogibygget"""
uibttbt,FastEthernet0/1,10.0.0.11,/31,"""To UiO"""
uibttbt,FastEthernet1/0,10.0.0.109,/31,"""To UiSTTStavanger"""
uibtthoyteklogibygget,FastEthernet0/0,10.0.0.116,/31,"""To HSFTTSongdal"""
uibtthoyteklogibygget,FastEthernet0/1,10.0.0.113,/31,"""To HSHTTStord"""
uibtthoyteklogibygget,FastEthernet1/0,10.0.0.97,/31,"""To HiATTAlesund"""
uibtthoyteklogibygget,FastEthernet1/1,10.0.0.118,/31,"""To NTNUTTHovedbygget"""
uibtthoyteklogibygget,FastEthernet2/0,10.0.0.114,/31,"""To UiBTTBT"""
uibtthoyteklogibygget,FastEthernet2/1,10.0.0.35,/31,"""To UiOTTStTTOlavsplassTT5"""
uio,FastEthernet0/0,10.0.0.4,/31,"""To HHTTKongsvinger"""
uio,FastEthernet0/1,10.0.0.8,/31,"""To HiTTTBo"""
uio,FastEthernet1/0,10.0.0.6,/31,"""To UMBTTAs"""
uio,FastEthernet1/1,10.0.0.10,/31,"""To UiBTTBT"""
uio,FastEthernet2/0,10.0.0.0,/31,"""To UiOID1"""
uio,FastEthernet2/1,10.0.0.2,/31,"""To UiOTTStTTOlavsplassTT5"""
uioid1,FastEthernet0/0,10.0.0.18,/31,"""To HiOTTHalden"""
uioid1,FastEthernet0/1,10.0.0.20,/31,"""To NORDUnetTTStockholmID58"""
uioid1,FastEthernet1/0,10.0.0.22,/31,"""To NTNUTTRealfagbygget"""
uioid1,FastEthernet1/1,10.0.0.12,/31,"""To Stockholm"""
uioid1,FastEthernet2/0,10.0.0.16,/31,"""To UNIKTTKjeller"""
uioid1,FastEthernet2/1,10.0.0.1,/31,"""To UiO"""
uioid1,FastEthernet3/0,10.0.0.14,/31,"""To UiOTTStTTOlavsplassTT5"""
uiottstttolavsplasstt5,FastEthernet0/0,10.0.0.28,/31,"""To HiBUTTDrammen"""
uiottstttolavsplasstt5,FastEthernet0/1,10.0.0.25,/31,"""To HiGTTGjovik"""
uiottstttolavsplasstt5,FastEthernet1/0,10.0.0.30,/31,"""To NORDUnetTTKobenhavn"""
uiottstttolavsplasstt5,FastEthernet1/1,10.0.0.36,/31,"""To NTNUTTHovedbygget"""
uiottstttolavsplasstt5,FastEthernet2/0,10.0.0.32,/31,"""To UiATTKristiansand"""
uiottstttolavsplasstt5,FastEthernet2/1,10.0.0.34,/31,"""To UiBTTHoyteklogibygget"""
uiottstttolavsplasstt5,FastEthernet3/0,10.0.0.3,/31,"""To UiO"""
uiottstttolavsplasstt5,FastEthernet3/1,10.0.0.15,/31,"""To UiOID1"""
uisttstavanger,FastEthernet0/0,10.0.0.104,/31,"""To HSHTTHaugesund"""
uisttstavanger,FastEthernet0/1,10.0.0.106,/31,"""To UiATTKristiansand"""
uisttstavanger,FastEthernet1/0,10.0.0.108,/31,"""To UiBTTBT"""
uisttstavanger,FastEthernet1/1,10.0.0.102,/31,"""To VetHSTTSandnes"""
uito,FastEthernet0/0,10.0.0.88,/31,"""To HiFTTHammerfest"""
uito,FastEthernet0/1,10.0.0.77,/31,"""To HiNTTNarvik"""
uito,FastEthernet1/0,10.0.0.90,/31,"""To UiToID43"""
uitoid43,FastEthernet0/0,10.0.0.156,/31,"""To HiFTTAlta"""
uitoid43,FastEthernet0/1,10.0.0.81,/31,"""To HiHTTHarstad"""
uitoid43,FastEthernet1/0,10.0.0.158,/31,"""To NTNUTTRealfagbygget"""
uitoid43,FastEthernet1/1,10.0.0.91,/31,"""To UiTo"""
uitottkarasjok,FastEthernet0/0,10.0.0.86,/31,"""To HiFTTKirkenes"""
uitottkarasjok,FastEthernet0/1,10.0.0.84,/31,"""To SA_SHTTKautokeino"""
umbttas,FastEthernet0/0,10.0.0.166,/31,"""To HiOTTFredrikstad"""
umbttas,FastEthernet0/1,10.0.0.7,/31,"""To UiO"""
unikttkjeller,FastEthernet0/0,10.0.0.46,/31,"""To HiAKTTKjeller"""
unikttkjeller,FastEthernet0/1,10.0.0.17,/31,"""To UiOID1"""
uninettttteknobyen,FastEthernet0/0,10.0.0.188,/31,"""To HHTTTynset"""
uninettttteknobyen,FastEthernet0/1,10.0.0.151,/31,"""To HSMTTKristiansun"""
uninettttteknobyen,FastEthernet1/0,10.0.0.185,/31,"""To NTNUTTHovedbygget"""
uninettttteknobyen,FastEthernet1/1,10.0.0.187,/31,"""To NTNUTTRealfagbygget"""
unisttsvalbard,FastEthernet0/0,10.0.0.79,/31,"""To HiHTTHarstad"""
unisttsvalbard,FastEthernet0/1,10.0.0.141,/31,"""To NyAlesund"""
vethsttsandnes,FastEthernet0/0,10.0.0.103,/31,"""To UiSTTStavanger"""
