Node,Network,Next_Hop,Protocol
hinettsandnesjoen,10.0.0.62/31,FastEthernet0/1,connected
hinettsandnesjoen,10.0.0.63/32,FastEthernet0/1,local
hinettsandnesjoen,10.0.0.124/31,FastEthernet1/0,connected
hinettsandnesjoen,10.0.0.124/32,FastEthernet1/0,local
hinettsandnesjoen,10.0.0.126/31,FastEthernet0/0,connected
hinettsandnesjoen,10.0.0.126/32,FastEthernet0/0,local
hingttstjordal,10.0.0.142/31,FastEthernet0/0,connected
hingttstjordal,10.0.0.142/32,FastEthernet0/0,local
hingttstjordal,10.0.0.144/31,FastEthernet0/1,connected
hingttstjordal,10.0.0.144/32,FastEthernet0/1,local
hingttstjordal,10.0.0.146/31,FastEthernet1/0,connected
hingttstjordal,10.0.0.146/32,FastEthernet1/0,local
hingttstjordal,128.0.0.0/24,ip,bgp
hinttnarvik,10.0.0.68/31,FastEthernet1/1,connected
hinttnarvik,10.0.0.68/32,FastEthernet1/1,local
hinttnarvik,10.0.0.70/31,FastEthernet1/0,connected
hinttnarvik,10.0.0.70/32,FastEthernet1/0,local
hinttnarvik,10.0.0.72/31,FastEthernet0/1,connected
hinttnarvik,10.0.0.72/32,FastEthernet0/1,local
hinttnarvik,10.0.0.74/31,FastEthernet0/0,connected
hinttnarvik,10.0.0.74/32,FastEthernet0/0,local
hinttnarvik,10.0.0.76/31,FastEthernet2/0,connected
hinttnarvik,10.0.0.76/32,FastEthernet2/0,local
hintttlevanger,10.0.0.128/31,FastEthernet0/0,connected
hintttlevanger,10.0.0.129/32,FastEthernet0/0,local
hintttlevanger,10.0.0.142/31,FastEthernet0/1,connected
hintttlevanger,10.0.0.143/32,FastEthernet0/1,local
hintttlevanger,128.0.0.0/24,ip,bgp
hintttnamsos,10.0.0.52/31,FastEthernet0/1,connected
hintttnamsos,10.0.0.53/32,FastEthernet0/1,local
hintttnamsos,10.0.0.130/31,FastEthernet0/0,connected
hintttnamsos,10.0.0.131/32,FastEthernet0/0,local
hintttsteinkjer,10.0.0.128/31,FastEthernet0/0,connected
hintttsteinkjer,10.0.0.128/32,FastEthernet0/0,local
hintttsteinkjer,10.0.0.130/31,FastEthernet0/1,connected
hintttsteinkjer,10.0.0.130/32,FastEthernet0/1,local
hintttsteinkjer,10.0.0.132/31,FastEthernet1/0,connected
hintttsteinkjer,10.0.0.132/32,FastEthernet1/0,local
hintttsteinkjer,128.0.0.0/24,ip,bgp
hiottfredrikstad,10.0.0.64/31,FastEthernet0/0,connected
hiottfredrikstad,10.0.0.65/32,FastEthernet0/0,local
hiottfredrikstad,10.0.0.164/31,FastEthernet0/1,connected
hiottfredrikstad,10.0.0.165/32,FastEthernet0/1,local
hiottfredrikstad,10.0.0.166/31,FastEthernet1/0,connected
hiottfredrikstad,10.0.0.167/32,FastEthernet1/0,local
hiotthalden,10.0.0.18/31,FastEthernet0/1,connected
hiotthalden,10.0.0.19/32,FastEthernet0/1,local
hiotthalden,10.0.0.164/31,FastEthernet0/0,connected
hiotthalden,10.0.0.164/32,FastEthernet0/0,local
hitttbo,10.0.0.8/31,FastEthernet2/0,connected
hitttbo,10.0.0.9/32,FastEthernet2/0,local
hitttbo,10.0.0.44/31,FastEthernet0/0,connected
hitttbo,10.0.0.45/32,FastEthernet0/0,local
hitttbo,10.0.0.168/31,FastEthernet1/1,connected
hitttbo,10.0.0.169/32,FastEthernet1/1,local
hitttbo,10.0.0.170/31,FastEthernet1/0,connected
hitttbo,10.0.0.171/32,FastEthernet1/0,local
hitttbo,10.0.0.172/31,FastEthernet0/1,connected
hitttbo,10.0.0.172/32,FastEthernet0/1,local
hitttnotodden,10.0.0.172/31,FastEthernet0/0,connected
hitttnotodden,10.0.0.173/32,FastEthernet0/0,local
hitttporsgrunn,10.0.0.162/31,FastEthernet0/1,connected
hitttporsgrunn,10.0.0.163/32,FastEthernet0/1,local
hitttporsgrunn,10.0.0.170/31,FastEthernet0/0,connected
hitttporsgrunn,10.0.0.170/32,FastEthernet0/0,local
hitttrauland,10.0.0.168/31,FastEthernet0/0,connected
hitttrauland,10.0.0.168/32,FastEthernet0/0,local
hsfttforde,10.0.0.100/31,FastEthernet1/0,connected
hsfttforde,10.0.0.101/32,FastEthernet1/0,local
hsfttforde,10.0.0.120/31,FastEthernet0/1,connected
hsfttforde,10.0.0.121/32,FastEthernet0/1,local
hsfttforde,10.0.0.122/31,FastEthernet0/0,connected
hsfttforde,10.0.0.122/32,FastEthernet0/0,local
hsfttsandane,10.0.0.122/31,FastEthernet0/0,connected
hsfttsandane,10.0.0.123/32,FastEthernet0/0,local
hsfttsongdal,10.0.0.116/31,FastEthernet0/1,connected
hsfttsongdal,10.0.0.117/32,FastEthernet0/1,local
hsfttsongdal,10.0.0.120/31,FastEthernet0/0,connected
hsfttsongdal,10.0.0.120/32,FastEthernet0/0,local
hshtthaugesund,10.0.0.104/31,FastEthernet0/1,connected
hshtthaugesund,10.0.0.105/32,FastEthernet0/1,local
hshtthaugesund,10.0.0.110/31,FastEthernet0/0,connected
hshtthaugesund,10.0.0.110/32,FastEthernet0/0,local
hshttstord,10.0.0.110/31,FastEthernet0/0,connected
hshttstord,10.0.0.111/32,FastEthernet0/0,local
hshttstord,10.0.0.112/31,FastEthernet0/1,connected
hshttstord,10.0.0.112/32,FastEthernet0/1,local
hsmttkristiansun,10.0.0.148/31,FastEthernet0/0,connected
hsmttkristiansun,10.0.0.149/32,FastEthernet0/0,local
hsmttkristiansun,10.0.0.150/31,FastEthernet0/1,connected
hsmttkristiansun,10.0.0.150/32,FastEthernet0/1,local
hsmttmolde,10.0.0.98/31,FastEthernet0/1,connected
hsmttmolde,10.0.0.99/32,FastEthernet0/1,local
hsmttmolde,10.0.0.148/31,FastEthernet0/0,connected
hsmttmolde,10.0.0.148/32,FastEthernet0/0,local
hvettborre,10.0.0.42/31,FastEthernet0/1,connected
hvettborre,10.0.0.43/32,FastEthernet0/1,local
hvettborre,10.0.0.64/31,FastEthernet1/0,connected
hvettborre,10.0.0.64/32,FastEthernet1/0,local
hvettborre,10.0.0.66/31,FastEthernet0/0,connected
hvettborre,10.0.0.66/32,FastEthernet0/0,local
hvettlarvik,10.0.0.66/31,FastEthernet0/0,connected
hvettlarvik,10.0.0.67/32,FastEthernet0/0,local
hvottvolda,10.0.0.92/31,FastEthernet0/1,connected
hvottvolda,10.0.0.93/32,FastEthernet0/1,local
hvottvolda,10.0.0.100/31,FastEthernet0/0,connected
hvottvolda,10.0.0.100/32,FastEthernet0/0,local
nbttmottittrana,10.0.0.50/31,FastEthernet0/1,connected
nbttmottittrana,10.0.0.50/32,FastEthernet0/1,local
nbttmottittrana,10.0.0.52/31,FastEthernet1/0,connected
nbttmottittrana,10.0.0.52/32,FastEthernet1/0,local
nbttmottittrana,10.0.0.54/31,FastEthernet1/1,connected
nbttmottittrana,10.0.0.54/32,FastEthernet1/1,local
nbttmottittrana,10.0.0.56/31,FastEthernet2/0,connected
nbttmottittrana,10.0.0.56/32,FastEthernet2/0,local
nbttmottittrana,10.0.0.58/31,FastEthernet0/0,connected
nbttmottittrana,10.0.0.58/32,FastEthernet0/0,local
nbttmottittrana,10.0.0.60/31,FastEthernet2/1,connected
nbttmottittrana,10.0.0.60/32,FastEthernet2/1,local
nordunetttkobenhavn,10.0.0.30/31,FastEthernet0/0,connected
nordunetttkobenhavn,10.0.0.31/32,FastEthernet0/0,local
nordunetttstockholm,10.0.0.134/31,FastEthernet0/0,connected
nordunetttstockholm,10.0.0.134/32,FastEthernet0/0,local
nordunetttstockholmid58,10.0.0.20/31,FastEthernet0/0,connected
nordunetttstockholmid58,10.0.0.21/32,FastEthernet0/0,local
ntnutthovedbygget,10.0.0.36/31,FastEthernet3/1,connected
ntnutthovedbygget,10.0.0.37/32,FastEthernet3/1,local
ntnutthovedbygget,10.0.0.70/31,FastEthernet0/1,connected
ntnutthovedbygget,10.0.0.71/32,FastEthernet0/1,local
ntnutthovedbygget,10.0.0.94/31,FastEthernet0/0,connected
ntnutthovedbygget,10.0.0.95/32,FastEthernet0/0,local
ntnutthovedbygget,10.0.0.118/31,FastEthernet3/0,connected
ntnutthovedbygget,10.0.0.119/32,FastEthernet3/0,local
ntnutthovedbygget,10.0.0.124/31,FastEthernet1/1,connected
ntnutthovedbygget,10.0.0.125/32,FastEthernet1/1,local
ntnutthovedbygget,10.0.0.132/31,FastEthernet1/0,connected
ntnutthovedbygget,10.0.0.133/32,FastEthernet1/0,local
ntnutthovedbygget,10.0.0.182/31,FastEthernet2/0,connected
ntnutthovedbygget,10.0.0.182/32,FastEthernet2/0,local
ntnutthovedbygget,10.0.0.184/31,FastEthernet2/1,connected
ntnutthovedbygget,10.0.0.184/32,FastEthernet2/1,local
ntnutthovedbygget,128.0.0.0/24,ip,bgp
ntnuttrealfagbygget,10.0.0.22/31,FastEthernet2/0,connected
ntnuttrealfagbygget,10.0.0.23/32,FastEthernet2/0,local
ntnuttrealfagbygget,10.0.0.60/31,FastEthernet0/1,connected
ntnuttrealfagbygget,10.0.0.61/32,FastEthernet0/1,local
ntnuttrealfagbygget,10.0.0.144/31,FastEthernet0/0,connected
ntnuttrealfagbygget,10.0.0.145/32,FastEthernet0/0,local
ntnuttrealfagbygget,10.0.0.158/31,FastEthernet2/1,connected
ntnuttrealfagbygget,10.0.0.159/32,FastEthernet2/1,local
ntnuttrealfagbygget,10.0.0.182/31,FastEthernet1/0,connected
ntnuttrealfagbygget,10.0.0.183/32,FastEthernet1/0,local
ntnuttrealfagbygget,10.0.0.186/31,FastEthernet1/1,connected
ntnuttrealfagbygget,10.0.0.186/32,FastEthernet1/1,local
ntnuttrealfagbygget,128.0.0.0/24,ip,bgp
nyalesund,10.0.0.140/31,FastEthernet0/0,connected
nyalesund,10.0.0.140/32,FastEthernet0/0,local
peerhingttstjordal_0,10.0.0.146/31,FastEthernet0/0,connected
peerhingttstjordal_0,10.0.0.147/32,FastEthernet0/0,local
peerhingttstjordal_0,128.0.0.0/24,Loopback0,connected
peerhingttstjordal_0,128.0.0.1/32,Loopback0,local
sa_shttkautokeino,10.0.0.84/31,FastEthernet0/1,connected
sa_shttkautokeino,10.0.0.85/32,FastEthernet0/1,local
sa_shttkautokeino,10.0.0.136/31,FastEthernet0/0,connected
sa_shttkautokeino,10.0.0.136/32,FastEthernet0/0,local
stockholm,10.0.0.12/31,FastEthernet1/0,connected
stockholm,10.0.0.13/32,FastEthernet1/0,local
stockholm,10.0.0.68/31,FastEthernet0/0,connected
stockholm,10.0.0.69/32,FastEthernet0/0,local
stockholm,10.0.0.134/31,FastEthernet0/1,connected
stockholm,10.0.0.135/32,FastEthernet0/1,local
uiattgrimstad,10.0.0.160/31,FastEthernet0/1,connected
uiattgrimstad,10.0.0.161/32,FastEthernet0/1,local
uiattgrimstad,10.0.0.162/31,FastEthernet0/0,connected
uiattgrimstad,10.0.0.162/32,FastEthernet0/0,local
uiattkristiansand,10.0.0.32/31,FastEthernet0/1,connected
uiattkristiansand,10.0.0.33/32,FastEthernet0/1,local
uiattkristiansand,10.0.0.106/31,FastEthernet1/0,connected
uiattkristiansand,10.0.0.107/32,FastEthernet1/0,local
uiattkristiansand,10.0.0.160/31,FastEthernet0/0,connected
uiattkristiansand,10.0.0.160/32,FastEthernet0/0,local
uibttbt,10.0.0.10/31,FastEthernet0/1,connected
uibttbt,10.0.0.11/32,FastEthernet0/1,local
uibttbt,10.0.0.108/31,FastEthernet1/0,connected
uibttbt,10.0.0.109/32,FastEthernet1/0,local
uibttbt,10.0.0.114/31,FastEthernet0/0,connected
uibttbt,10.0.0.115/32,FastEthernet0/0,local
uibtthoyteklogibygget,10.0.0.34/31,FastEthernet2/1,connected
uibtthoyteklogibygget,10.0.0.35/32,FastEthernet2/1,local
uibtthoyteklogibygget,10.0.0.96/31,FastEthernet1/0,connected
uibtthoyteklogibygget,10.0.0.97/32,FastEthernet1/0,local
uibtthoyteklogibygget,10.0.0.112/31,FastEthernet0/1,connected
uibtthoyteklogibygget,10.0.0.113/32,FastEthernet0/1,local
uibtthoyteklogibygget,10.0.0.114/31,FastEthernet2/0,connected
uibtthoyteklogibygget,10.0.0.114/32,FastEthernet2/0,local
uibtthoyteklogibygget,10.0.0.116/31,FastEthernet0/0,connected
uibtthoyteklogibygget,10.0.0.116/32,FastEthernet0/0,local
uibtthoyteklogibygget,10.0.0.118/31,FastEthernet1/1,connected
uibtthoyteklogibygget,10.0.0.118/32,FastEthernet1/1,local
uio,10.0.0.0/31,FastEthernet2/0,connected
uio,10.0.0.0/32,FastEthernet2/0,local
uio,10.0.0.2/31,FastEthernet2/1,connected
uio,10.0.0.2/32,FastEthernet2/1,local
uio,10.0.0.4/31,FastEthernet0/0,connected
uio,10.0.0.4/32,FastEthernet0/0,local
uio,10.0.0.6/31,FastEthernet1/0,connected
uio,10.0.0.6/32,FastEthernet1/0,local
uio,10.0.0.8/31,FastEthernet0/1,connected
uio,10.0.0.8/32,FastEthernet0/1,local
uio,10.0.0.10/31,FastEthernet1/1,connected
uio,10.0.0.10/32,FastEthernet1/1,local
uioid1,10.0.0.0/31,FastEthernet2/1,connected
uioid1,10.0.0.1/32,FastEthernet2/1,local
uioid1,10.0.0.12/31,FastEthernet1/1,connected
uioid1,10.0.0.12/32,FastEthernet1/1,local
uioid1,10.0.0.14/31,FastEthernet3/0,connected
uioid1,10.0.0.14/32,FastEthernet3/0,local
uioid1,10.0.0.16/31,FastEthernet2/0,connected
uioid1,10.0.0.16/32,FastEthernet2/0,local
uioid1,10.0.0.18/31,FastEthernet0/0,connected
uioid1,10.0.0.18/32,FastEthernet0/0,local
uioid1,10.0.0.20/31,FastEthernet0/1,connected
uioid1,10.0.0.20/32,FastEthernet0/1,local
uioid1,10.0.0.22/31,FastEthernet1/0,connected
uioid1,10.0.0.22/32,FastEthernet1/0,local
uiottstttolavsplasstt5,10.0.0.2/31,FastEthernet3/0,connected
uiottstttolavsplasstt5,10.0.0.3/32,FastEthernet3/0,local
uiottstttolavsplasstt5,10.0.0.14/31,FastEthernet3/1,connected
uiottstttolavsplasstt5,10.0.0.15/32,FastEthernet3/1,local
uiottstttolavsplasstt5,10.0.0.24/31,FastEthernet0/1,connected
uiottstttolavsplasstt5,10.0.0.25/32,FastEthernet0/1,local
uiottstttolavsplasstt5,10.0.0.28/31,FastEthernet0/0,connected
uiottstttolavsplasstt5,10.0.0.28/32,FastEthernet0/0,local
uiottstttolavsplasstt5,10.0.0.30/31,FastEthernet1/0,connected
uiottstttolavsplasstt5,10.0.0.30/32,FastEthernet1/0,local
uiottstttolavsplasstt5,10.0.0.32/31,FastEthernet2/0,connected
uiottstttolavsplasstt5,10.0.0.32/32,FastEthernet2/0,local
uiottstttolavsplasstt5,10.0.0.34/31,FastEthernet2/1,connected
uiottstttolavsplasstt5,10.0.0.34/32,FastEthernet2/1,local
uiottstttolavsplasstt5,10.0.0.36/31,FastEthernet1/1,connected
uiottstttolavsplasstt5,10.0.0.36/32,FastEthernet1/1,local
uisttstavanger,10.0.0.102/31,FastEthernet1/1,connected
uisttstavanger,10.0.0.102/32,FastEthernet1/1,local
uisttstavanger,10.0.0.104/31,FastEthernet0/0,connected
uisttstavanger,10.0.0.104/32,FastEthernet0/0,local
uisttstavanger,10.0.0.106/31,FastEthernet0/1,connected
uisttstavanger,10.0.0.106/32,FastEthernet0/1,local
uisttstavanger,10.0.0.108/31,FastEthernet1/0,connected
uisttstavanger,10.0.0.108/32,FastEthernet1/0,local
uito,10.0.0.76/31,FastEthernet0/1,connected
uito,10.0.0.77/32,FastEthernet0/1,local
uito,10.0.0.88/31,FastEthernet0/0,connected
uito,10.0.0.88/32,FastEthernet0/0,local
uito,10.0.0.90/31,FastEthernet1/0,connected
uito,10.0.0.90/32,FastEthernet1/0,local
uitoid43,10.0.0.80/31,FastEthernet0/1,connected
uitoid43,10.0.0.81/32,FastEthernet0/1,local
uitoid43,10.0.0.90/31,FastEthernet1/1,connected
uitoid43,10.0.0.91/32,FastEthernet1/1,local
uitoid43,10.0.0.156/31,FastEthernet0/0,connected
uitoid43,10.0.0.156/32,FastEthernet0/0,local
uitoid43,10.0.0.158/31,FastEthernet1/0,connected
uitoid43,10.0.0.158/32,FastEthernet1/0,local
uitottkarasjok,10.0.0.84/31,FastEthernet0/1,connected
uitottkarasjok,10.0.0.84/32,FastEthernet0/1,local
uitottkarasjok,10.0.0.86/31,FastEthernet0/0,connected
uitottkarasjok,10.0.0.86/32,FastEthernet0/0,local
umbttas,10.0.0.6/31,FastEthernet0/1,connected
umbttas,10.0.0.7/32,FastEthernet0/1,local
umbttas,10.0.0.166/31,FastEthernet0/0,connected
umbttas,10.0.0.166/32,FastEthernet0/0,local
unikttkjeller,10.0.0.16/31,FastEthernet0/1,connected
unikttkjeller,10.0.0.17/32,FastEthernet0/1,local
unikttkjeller,10.0.0.46/31,FastEthernet0/0,connected
unikttkjeller,10.0.0.46/32,FastEthernet0/0,local
uninettttteknobyen,10.0.0.150/31,FastEthernet0/1,connected
uninettttteknobyen,10.0.0.151/32,FastEthernet0/1,local
uninettttteknobyen,10.0.0.184/31,FastEthernet1/0,connected
uninettttteknobyen,10.0.0.185/32,FastEthernet1/0,local
uninettttteknobyen,10.0.0.186/31,FastEthernet1/1,connected
uninettttteknobyen,10.0.0.187/32,FastEthernet1/1,local
uninettttteknobyen,10.0.0.188/31,FastEthernet0/0,connected
uninettttteknobyen,10.0.0.188/32,FastEthernet0/0,local
unisttsvalbard,10.0.0.78/31,FastEthernet0/0,connected
unisttsvalbard,10.0.0.79/32,FastEthernet0/0,local
unisttsvalbard,10.0.0.140/31,FastEthernet0/1,connected
unisttsvalbard,10.0.0.141/32,FastEthernet0/1,local
vethsttsandnes,10.0.0.102/31,FastEthernet0/0,connected
vethsttsandnes,10.0.0.103/32,FastEthernet0/0,local
