sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
80,Tifton,Leslie,72.0,True,[194.2],[260.2],
81,PeerVadosta_1,Rentz,41.0,True,[86.9],[197.9],
82,Warwick,Macon,33.0,True,[61.05],[219.05],
83,Hawkinsville,Metter,51.0,True,[87.35],[243.35],
84,Macon,Metter,59.0,True,[115.15],[225.15],
85,Willacoochee,Adel,80.0,True,[186.0],[253.0],
86,Vadosta,Warwick,88.0,True,[246.8],[271.8],
87,PeerVadosta_1,Tifton,80.0,True,[165.15],[249.15],
88,Metter,Tifton,34.0,True,[62.9],[222.9],
89,Warwick,Adel,60.0,True,[222.0],[254.8],
90,Waycross,Vadosta,53.0,True,[169.05],[236.05],
91,Metter,Macon,44.0,True,[136.4],[235.4],
92,Waycross,Willacoochee,71.0,True,[190.0],[200.0],
93,Willacoochee,PeerVadosta_1,30.0,True,[143.5],[201.5],
94,Adel,Macon,72.0,False,[158.9],[301.0],
95,Hawkinsville,PeerVadosta_1,86.0,True,[163.0],[197.0],
96,PeerVadosta_1,Warwick,36.0,True,[116.3],[177.3],
97,Warwick,Macon,55.0,True,[227.75],[246.75],
98,PeerVadosta_1,Waycross,37.0,True,[68.45],[238.85],
99,Macon,Tifton,31.0,True,[36.0],[193.0],
100,PeerVadosta_1,Tifton,31.0,True,[82.5],[180.55],
101,PeerVadosta_1,Waycross,66.0,True,[92.4],[213.4],
102,Warwick,Adel,88.0,True,[167.2],[265.8],
103,PeerVadosta_1,Tifton,55.0,False,[25.2],[211.25],Vadosta-Adel(25.2)
104,Metter,Hawkinsville,40.0,True,[208.0],[220.0],
105,PeerVadosta_1,Tifton,57.0,True,[79.5],[153.0],
106,Waycross,Willacoochee,62.0,True,[133.7],[233.7],
107,Willacoochee,PeerVadosta_1,44.0,True,[161.8],[196.0],
108,PeerVadosta_1,Warwick,67.0,True,[228.95],[254.95],
109,Adel,Douglas,33.0,True,[167.75],[236.35],
110,PeerVadosta_1,Douglas,46.0,True,[155.9],[217.9],
111,Willacoochee,Adel,32.0,True,[154.4],[220.8],
112,PeerVadosta_1,Tifton,31.0,True,[67.4],[206.9],
113,Willacoochee,PeerVadosta_1,51.0,True,[152.85],[243.35],
114,PeerVadosta_1,Tifton,32.0,True,[74.6],[193.6],
115,PeerVadosta_1,Waycross,76.0,True,[147.3],[226.3],
116,Douglas,Metter,78.0,True,[99.3],[266.3],
117,Waycross,Adel,45.0,True,[164.25],[237.25],
118,Douglas,Adel,32.0,True,[162.3],[221.7],
119,PeerVadosta_1,Tifton,61.0,True,[141.85],[234.85],
120,PeerVadosta_1,Douglas,96.0,True,[151.2],[245.9],
121,Warwick,Adel,39.0,True,[133.6],[179.0],
122,Waycross,Omega,49.0,True,[166.65],[227.65],
123,PeerVadosta_1,Willacoochee,58.0,True,[170.9],[206.9],
124,PeerVadosta_1,Adel,92.0,True,[204.5],[232.5],
125,PeerVadosta_1,Tifton,56.0,True,[79.8],[166.4],
126,Willacoochee,Hawkinsville,91.0,True,[182.35],[260.35],
127,Rentz,Macon,69.0,True,[216.65],[255.65],
128,Adel,Metter,38.0,True,[115.3],[232.3],
129,PeerVadosta_1,Tifton,91.0,True,[145.35],[261.35],
