sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
69,Nordunetttstockholmid58,Uito,82.0,False,[19.2],[232.6],Uiottstttolavsplasstt5-Ntnutthovedbygget(19.2); Ntnutthovedbygget-Hinttnarvik(76.0)
70,Nordunetttstockholmid58,Hifttkirkenes,30.0,False,[],[],
71,Hibuttdrammen,Hintttsteinkjer,37.0,False,[],[],
72,Peerhingttstjordal_0,Hintttsteinkjer,91.0,False,[],[],
73,Hhtthamar,Hsmttkristiansun,69.0,False,[],[],
74,Uito,Nordunetttkobenhavn,57.0,False,[],[],
75,Uisttstavanger,Hhttkongsvinger,71.0,False,[],[],
76,Hinettsandnesjoen,Hbottmottittrana,68.0,False,[22.8],[135.0],Hinettsandnesjoen-Hbottbodo(22.8); Hbottbodo-Nbttmottittrana(44.2)
77,Unisttsvalbard,Hinettmottittrana,52.0,False,[38.0],[211.0],Unisttsvalbard-Hihttharstad(48.0); Ntnutthovedbygget-Ntnuttrealfagbygget(38.0)
78,Hitttrauland,Nordunetttkobenhavn,45.0,True,[82.0],[111.9],
79,Hsmttmolde,Hsfttsandane,47.0,False,[],[],
80,Nbttmottittrana,Hsmttmolde,31.0,True,[72.4],[251.0],
81,Hvettborre,Nbttmottittrana,48.0,False,[15.7],[189.0],Uiottstttolavsplasstt5-Ntnutthovedbygget(15.7)
82,Uitoid43,Hhttevenstad,37.0,False,[],[],
83,Nordunetttkobenhavn,Sa_shttkautokeino,74.0,True,[74.0],[185.0],
84,Hingttstjordal,Uisttstavanger,39.0,True,[39.0],[204.1],
85,Hitttnotodden,Uitoid43,33.0,False,[11.5],[171.0],Uio-Uioid1(11.5)
86,Sa_shttkautokeino,Uninettttteknobyen,45.0,False,[],[],
87,Hinettnesna,Hvettborre,50.0,True,[50.0],[168.2],
88,Higttgjovik,Stockholm,38.0,False,[],[],
89,Hintttsteinkjer,Hitttporsgrunn,58.0,True,[58.0],[173.4],
90,Sa_shttkautokeino,Uibtthoyteklogibygget,39.0,False,[25.4],[182.0],Hifttalta-Uitoid43(25.4)
91,Hingttstjordal,Uito,64.0,False,[44.0],[140.5],Ntnuttrealfagbygget-Ntnutthovedbygget(53.0); Hinttnarvik-Uito(44.0)
92,Uioid1,Hvettlarvik,48.0,True,[48.0],[220.6],
93,Uninettttteknobyen,Vethsttsandnes,70.0,False,[39.0],[192.0],Uiattkristiansand-Uisttstavanger(39.0)
94,Nyalesund,Hiotthalden,93.0,True,[93.0],[200.0],
95,Ntnuttrealfagbygget,Peerhingttstjordal_0,81.0,False,[64.0],[81.0],Ntnuttrealfagbygget-Hingttstjordal(64.0)
96,Hibuttkongsberg,Hsfttsandane,59.0,False,[53.0],[126.5],Hibuttkongsberg-Hibuttdrammen(53.0)
97,Hsfttsandane,Hiottfredrikstad,69.0,False,[],[],
98,Hsmttkristiansun,Uiattgrimstad,55.0,False,[32.5],[180.0],Hhttevenstad-Hhttrena(38.5); Hhttelverum-Hhttkongsvinger(38.5); Uiottstttolavsplasstt5-Uiattkristiansand(32.5); Uiattkristiansand-Uiattgrimstad(32.5)
99,Hinttnarvik,Hifttalta,42.0,False,[23.1],[196.0],Uito-Uitoid43(23.1)
100,Uibtthoyteklogibygget,Peerhingttstjordal_0,70.0,False,[19.5],[122.0],Ntnutthovedbygget-Hintttsteinkjer(19.5); Hintttsteinkjer-Hintttlevanger(19.5); Hintttlevanger-Hingttstjordal(61.5)
101,Sa_shttkautokeino,Nordunetttstockholm,58.0,False,[],[],
102,Uitoid43,Uibttbt,87.0,False,[],[],
103,Hilttlillehammer,Hintttlevanger,89.0,False,[],[],
104,Uiattgrimstad,Hifttalta,38.0,False,[24.7],[188.0],Uiattkristiansand-Uiottstttolavsplasstt5(24.7)
105,Stockholm,Hingttstjordal,75.0,False,[9.0],[183.0],Uioid1-Ntnuttrealfagbygget(9.0)
106,Peerhingttstjordal_0,Hitttnotodden,46.0,False,[],[],
107,Uisttstavanger,Hiakttkjeller,84.0,False,[38.0],[120.2],Uisttstavanger-Uiattkristiansand(70.0); Hibuttdrammen-Hibuttkongsberg(58.8); Hibuttkongsberg-Hibutthonefoss(38.0); Hibutthonefoss-Hiakttkjeller(38.0)
108,Hinttnarvik,Hhttrena,86.0,False,[38.7],[199.2],Hhtttynset-Hhttevenstad(66.0); Hhttevenstad-Hhttrena(38.7)
109,Uio,Ntnutthovedbygget,36.0,True,[36.0],[135.2],
110,Peerhingttstjordal_0,Hiattalesund,43.0,False,[],[],
111,Uitottkarasjok,Uitoid43,34.0,True,[93.0],[158.0],
112,Hhtttynset,Hinettsandnesjoen,66.0,False,[52.0],[156.0],Ntnuttrealfagbygget-Ntnutthovedbygget(52.0)
113,Hhttkongsvinger,Hifttalta,76.0,False,[74.0],[198.0],Uioid1-Ntnuttrealfagbygget(74.0)
114,Unikttkjeller,Nordunetttkobenhavn,39.0,False,[],[],
115,Hbottmottittrana,Hiotthalden,33.0,True,[33.0],[119.7],
116,Hsfttsandane,Uitoid43,80.0,False,[48.0],[194.0],Hsfttforde-Hsfttsongdal(48.0)
117,Hhtttynset,Hsfttforde,44.0,False,[],[],
118,Umbttas,Ntnuttrealfagbygget,87.0,False,[51.0],[124.3],Umbttas-Uio(64.0); Uioid1-Ntnuttrealfagbygget(51.0)
119,Hintttnamsos,Hshttstord,38.0,False,[],[],
120,Hbottmottittrana,Uiattgrimstad,76.0,False,[],[],
121,Hvottvolda,Uioid1,32.0,True,[56.0],[242.2],
122,Vethsttsandnes,Uioid1,55.0,False,[36.3],[195.0],Ntnutthovedbygget-Hinttnarvik(36.3)
123,Uisttstavanger,Hibuttdrammen,47.0,False,[19.8],[164.0],Uibttbt-Uio(19.8); Hhtthamar-Hilttlillehammer(28.0)
124,Hsmttmolde,Hibutthonefoss,67.0,False,[],[],
125,Uiattkristiansand,Nordunetttstockholmid58,65.0,True,[72.0],[164.0],
126,Hsfttforde,Hsmttkristiansun,50.0,False,[29.4],[66.2],Hvottvolda-Hiattalesund(29.4)
127,Ntnuttrealfagbygget,Uiottstttolavsplasstt5,75.0,False,[53.0],[195.0],Ntnuttrealfagbygget-Ntnutthovedbygget(53.0)
128,Hiotthalden,Hsfttsongdal,36.0,True,[36.0],[86.0],
129,Hihttharstad,Hvettborre,66.0,False,[47.1],[109.4],Hinttnarvik-Ntnutthovedbygget(47.1)
