sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
68,PeerVadosta_1,Tifton,94.0,True,[104.8],[217.1],
69,Metter,Leslie,126.0,False,[116.55],[251.55],Metter-Rentz(116.5)
70,Vadosta,Tifton,132.0,True,[153.1],[240.1],
71,Macon,Waycross,132.0,True,[144.1],[250.1],
72,Rentz,Leslie,198.0,False,[246.15],[272.15],
73,Adel,Warwick,182.0,True,[251.45],[264.35],
74,Rentz,Douglas,64.0,True,[160.2],[227.2],
75,Macon,Warwick,112.0,True,[115.6],[243.6],
76,Waycross,Willacoochee,68.0,True,[146.9],[191.9],
77,Willacoochee,Hawkinsville,182.0,True,[182.35],[260.35],
78,Hawkinsville,Metter,180.0,True,[250.5],[262.5],
79,Omega,Adel,76.0,True,[77.9],[102.3],
80,PeerVadosta_1,Tifton,68.0,True,[140.0],[222.9],
81,Tifton,Vadosta,110.0,True,[118.25],[235.75],
82,Vadosta,Rentz,128.0,True,[161.4],[200.0],
83,Vadosta,Tifton,98.0,True,[220.95],[226.65],
84,Hawkinsville,Metter,70.0,True,[117.75],[170.75],
85,Willacoochee,Vadosta,138.0,False,[127.65],[235.65],Omega-Vadosta(127.7)
86,PeerVadosta_1,Willacoochee,60.0,True,[197.2],[200.2],
87,Adel,Waycross,60.0,True,[194.5],[241.4],
88,Metter,Leslie,64.0,True,[132.2],[223.2],
89,PeerVadosta_1,Warwick,74.0,True,[127.0],[178.0],
90,Warwick,Tifton,92.0,True,[208.4],[234.1],
91,Adel,Willacoochee,162.0,False,[258.85],[266.85],
92,Omega,Douglas,174.0,True,[250.95],[261.95],
93,Adel,Waycross,60.0,True,[161.6],[233.7],
94,Rentz,Warwick,146.0,True,[254.05],[262.05],
95,Vadosta,Tifton,60.0,True,[160.9],[201.5],
96,Omega,Macon,130.0,True,[226.25],[251.25],
97,Waycross,Tifton,130.0,True,[234.25],[255.25],
98,Vadosta,Hawkinsville,128.0,False,[101.4],[247.4],Vadosta-Omega(101.4)
99,Waycross,Warwick,68.0,True,[75.9],[224.9],
100,Rentz,Leslie,64.0,True,[115.2],[116.2],
101,Douglas,Metter,86.0,True,[112.55],[235.55],
102,Macon,Metter,174.0,False,[115.95],[268.95],Macon-Leslie(116.0); Rentz-Metter(116.0)
103,Adel,Hawkinsville,72.0,False,[148.6],[281.0],
104,Omega,Hawkinsville,78.0,True,[228.15],[229.15],
105,Hawkinsville,Tifton,112.0,True,[127.9],[247.6],
106,Leslie,PeerVadosta_1,90.0,False,[161.25],[266.85],
107,Omega,Waycross,112.0,True,[221.6],[241.6],
108,Hawkinsville,Vadosta,88.0,True,[230.4],[232.4],
109,Macon,Rentz,90.0,True,[108.25],[233.25],
110,Hawkinsville,Metter,102.0,True,[177.35],[238.35],
111,Rentz,Macon,116.0,True,[217.3],[249.3],
112,Adel,Waycross,80.0,True,[86.9],[234.0],
113,Adel,Willacoochee,60.0,True,[150.0],[222.5],
114,Hawkinsville,Metter,138.0,True,[167.65],[212.65],
115,Metter,Omega,108.0,True,[243.9],[243.9],
116,PeerVadosta_1,Tifton,136.0,False,[66.0],[161.9],Vadosta-Adel(66.0); Adel-Tifton(133.6)
117,Waycross,Willacoochee,146.0,False,[],[],
118,PeerVadosta_1,Macon,146.0,False,[101.55],[219.55],Vadosta-Omega(101.5)
119,Macon,Rentz,90.0,True,[151.25],[223.25],
120,Rentz,Warwick,74.0,True,[208.45],[226.45],
121,Douglas,Warwick,116.0,True,[219.3],[243.3],
122,Leslie,Rentz,84.0,True,[210.7],[223.7],
123,PeerVadosta_1,Willacoochee,84.0,True,[101.9],[217.1],
124,Hawkinsville,Waycross,140.0,False,[129.5],[258.5],Douglas-Waycross(129.5)
125,Rentz,PeerVadosta_1,152.0,True,[234.6],[264.6],
126,Macon,Douglas,142.0,True,[155.35],[239.35],
127,Adel,Omega,102.0,True,[129.15],[160.35],
128,Macon,Willacoochee,106.0,True,[220.05],[245.05],
129,Tifton,PeerVadosta_1,98.0,True,[188.65],[246.65],
