sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths
52,Postojna,Radenci,96.0,True,[144.0],[246.0]
53,Novattgorica,Portoroz,75.0,False,[50.0],[91.8]
54,Kovevje,Sezana,114.0,True,[227.0],[247.0]
55,Lasko,Novottmesto,46.5,False,[31.0],[182.9]
56,Izola,Ajdovscina,118.5,False,[66.0],[193.0]
57,Ljubljana,Izola,49.5,True,[100.0],[182.0]
58,Novottmesto,Celje,90.0,False,[80.9],[186.0]
59,Tolmin,Kranj,88.5,False,[],[]
60,Senozece,Novattgorica,79.5,False,[31.8],[199.0]
61,Jesenice,Divaca,51.0,True,[56.1],[220.0]
62,Gornjattradgona,Slovenskattbistrica,90.0,True,[120.0],[247.0]
63,Celje,Krsko,106.5,True,[112.0],[210.0]
64,Celje,Ormoz,51.0,False,[],[]
65,Trbovlje,Rogasjattslatina,106.5,True,[169.0],[246.0]
66,Postojna,Slovenjttgradec,63.0,False,[56.7],[212.7]
67,Gornjattradgona,Ljutomer,118.5,True,[161.0],[244.0]
68,Velenje,Kovevje,121.5,True,[233.0],[246.0]
69,Murskattsobota,Ptuj,139.5,False,[133.0],[291.0]
70,Tolmin,Kranj,45.0,False,[],[]
71,Portoroz,Velenje,81.0,False,[],[]
72,Bled,Ajdovscina,120.0,False,[],[]
73,Izola,Radenci,111.0,True,[156.0],[269.0]
74,Tolmin,Divaca,133.5,False,[35.6],[90.0]
75,Krsko,Radenci,138.0,False,[],[]
76,Velenje,Izola,45.0,False,[],[]
77,Senozece,Ljubljana,67.5,False,[43.0],[121.0]
78,Portoroz,Ravnettnattkoroskem,61.5,False,[],[]
79,Velenje,Radenci,78.0,True,[87.0],[226.2]
80,Velenje,Novottmesto,111.0,True,[151.0],[265.0]
81,Velenje,Divaca,133.5,False,[],[]
82,Peercelje_0,Bled,78.0,True,[131.0],[229.0]
83,Tolmin,Izola,70.5,False,[],[]
84,Jesenice,Senozece,91.5,False,[61.0],[229.9]
85,Peercelje_0,Novottmesto,81.0,False,[],[]
86,Rogasjattslatina,Dravograd,96.0,False,[85.7],[159.7]
87,Slovenskattbistrica,Slovenjttgradec,145.5,False,[38.0],[96.0]
88,Ljutomer,Lasko,66.0,True,[128.5],[210.5]
89,Peercelje_0,Kovevje,90.0,False,[],[]
90,Sezana,Jesenice,112.5,False,[109.0],[226.0]
91,Velenje,Ljubljana,141.0,True,[180.0],[254.4]
92,Divaca,Murskattsobota,52.5,True,[116.0],[249.1]
93,Lasko,Izola,67.5,True,[109.0],[267.1]
94,Lasko,Ljutomer,84.0,False,[],[]
95,Celje,Slovenjttgradec,144.0,False,[],[]
96,Peercelje_0,Slovenjttgradec,69.0,False,[64.4],[246.0]
97,Novattgorica,Gornjattradgona,70.5,False,[],[]
98,Postojna,Jesenice,45.0,False,[],[]
99,Velenje,Ravnettnattkoroskem,51.0,True,[84.5],[106.0]
100,Velenje,Sezana,135.0,True,[138.0],[268.0]
101,Jesenice,Ajdovscina,45.0,False,[30.0],[183.6]
102,Tolmin,Divaca,121.5,False,[],[]
103,Kovevje,Radenci,118.5,True,[194.0],[289.4]
104,Sezana,Kamnik,103.5,True,[153.0],[268.0]
105,Ormoz,Kovevje,84.0,False,[40.0],[184.0]
106,Ljubljana,Ajdovscina,45.0,True,[97.0],[200.0]
107,Radenci,Peercelje_0,70.5,False,[11.7],[191.0]
108,Ptuj,Novattgorica,79.5,True,[158.0],[253.0]
109,Postojna,Ajdovscina,48.0,False,[34.0],[198.0]
110,Tolmin,Postojna,73.5,False,[53.0],[135.6]
111,Bled,Dravograd,76.5,False,[27.1],[129.0]
112,Portoroz,Senozece,117.0,True,[156.0],[241.0]
113,Novattgorica,Slovenjttgradec,138.0,False,[156.4],[318.8]
114,Divaca,Ptuj,129.0,True,[143.6],[247.6]
115,Ajdovscina,Krsko,75.0,True,[142.0],[240.0]
116,Izola,Kovevje,118.5,True,[158.0],[206.0]
117,Izola,Bled,136.5,False,[95.0],[127.0]
118,Novattgorica,Radenci,45.0,False,[],[]
119,Ajdovscina,Gornjattradgona,132.0,False,[73.0],[187.4]
120,Tolmin,Ormoz,76.5,True,[142.0],[249.0]
121,Bled,Lasko,70.5,False,[37.6],[94.0]
122,Kranj,Velenje,76.5,True,[100.5],[164.5]
123,Trbovlje,Celje,90.0,False,[24.3],[61.0]
124,Slovenjttgradec,Portoroz,126.0,True,[168.0],[284.0]
125,Lasko,Rogasjattslatina,93.0,False,[78.5],[159.7]
126,Slovenskattbistrica,Portoroz,51.0,False,[],[]
127,Ravnettnattkoroskem,Gornjattradgona,64.5,False,[],[]
128,Novattgorica,Celje,109.5,True,[153.0],[261.0]
129,Lasko,Ravnettnattkoroskem,142.5,True,[180.8],[250.0]
130,Velenje,Murskattsobota,57.0,False,[],[]
131,Divaca,Maribor,111.0,True,[196.7],[267.3]
132,Radenci,Slovenjttgradec,111.0,False,[],[]
133,Bled,Izola,78.0,True,[115.0],[193.0]
134,Peercelje_0,Velenje,61.5,True,[99.0],[191.0]
135,Murskattsobota,Koper,48.0,False,[32.0],[212.4]
136,Trbovlje,Izola,46.5,False,[],[]
137,Peercelje_0,Kovevje,139.5,False,[],[]
138,Postojna,Gornjattradgona,115.5,False,[77.0],[198.0]
139,Kamnik,Ormoz,51.0,False,[],[]
140,Slovenskattbistrica,Izola,49.5,False,[],[]
141,Krsko,Izola,61.5,False,[41.0],[200.0]
142,Kranj,Novottmesto,46.5,True,[87.7],[181.0]
143,Sezana,Novottmesto,45.0,False,[],[]
144,Divaca,Kovevje,84.0,True,[143.0],[203.0]
145,Slovenskattbistrica,Murskattsobota,63.0,False,[],[]
146,Dravograd,Postojna,133.5,True,[262.7],[289.0]
147,Jesenice,Gornjattradgona,99.0,False,[39.6],[164.1]
148,Divaca,Velenje,84.0,True,[123.0],[262.0]
149,Ajdovscina,Koper,115.5,True,[154.0],[215.0]
150,Senozece,Kamnik,106.5,False,[25.4],[106.0]
151,Kamnik,Murskattsobota,58.5,True,[169.0],[223.0]
152,Ajdovscina,Ljutomer,55.5,False,[53.0],[212.0]
153,Jesenice,Lasko,49.5,True,[66.0],[141.5]
154,Postojna,Tolmin,150.0,False,[90.0],[161.0]
155,Ptuj,Radenci,76.5,False,[51.0],[198.0]
156,Ljubljana,Ormoz,97.5,True,[207.0],[295.0]
157,Maribor,Celje,123.0,False,[32.0],[64.7]
158,Postojna,Radenci,45.0,True,[131.5],[215.0]
159,Murskattsobota,Ajdovscina,124.5,False,[166.0],[305.1]
160,Ravnettnattkoroskem,Ljutomer,57.0,False,[],[]
161,Ptuj,Ajdovscina,55.5,True,[113.0],[235.0]
162,Senozece,Izola,105.0,False,[41.0],[79.0]
163,Divaca,Radenci,90.0,True,[129.0],[287.6]
164,Ptuj,Divaca,64.5,True,[92.0],[229.0]
165,Portoroz,Kamnik,46.5,False,[],[]
166,Slovenjttgradec,Radenci,123.0,False,[],[]
167,Jesenice,Radenci,60.0,True,[111.2],[240.0]
168,Ormoz,Slovenskattbistrica,103.5,False,[69.0],[161.0]
169,Velenje,Ptuj,144.0,True,[192.0],[226.0]
170,Senozece,Koper,93.0,False,[53.0],[165.0]
171,Slovenskattbistrica,Lasko,46.5,False,[],[]
172,Kovevje,Jesenice,103.5,False,[43.9],[195.5]
173,Radenci,Rogasjattslatina,64.5,True,[86.0],[183.0]
174,Ptuj,Slovenjttgradec,115.5,False,[115.0],[254.0]
175,Rogasjattslatina,Dravograd,109.5,False,[54.0],[161.7]
176,Ravnettnattkoroskem,Ljutomer,63.0,False,[],[]
177,Postojna,Peercelje_0,115.5,False,[],[]
178,Maribor,Ravnettnattkoroskem,129.0,False,[],[]
179,Ajdovscina,Bled,102.0,False,[],[]
180,Ljutomer,Postojna,73.5,False,[49.0],[155.1]
181,Tolmin,Peercelje_0,81.0,False,[18.4],[215.4]
182,Ravnettnattkoroskem,Trbovlje,136.5,False,[],[]
183,Postojna,Ormoz,142.5,True,[182.0],[288.0]
184,Ljubljana,Velenje,69.0,True,[126.0],[235.8]
185,Slovenskattbistrica,Divaca,109.5,False,[],[]
186,Sezana,Maribor,64.5,False,[],[]
187,Velenje,Postojna,78.0,True,[125.0],[224.6]
188,Ljubljana,Senozece,60.0,True,[116.0],[205.0]
189,Koper,Sezana,49.5,False,[35.0],[90.0]
190,Bled,Rogasjattslatina,132.0,False,[127.6],[275.0]
191,Novattgorica,Ravnettnattkoroskem,142.5,False,[],[]
192,Bled,Kovevje,63.0,True,[88.0],[235.0]
193,Ljutomer,Dravograd,58.5,True,[127.3],[169.1]
194,Ravnettnattkoroskem,Ormoz,63.0,True,[69.3],[232.0]
195,Rogasjattslatina,Radenci,111.0,False,[67.0],[199.0]
196,Ajdovscina,Rogasjattslatina,75.0,True,[100.0],[192.0]
197,Slovenjttgradec,Kamnik,81.0,False,[54.0],[89.3]
198,Portoroz,Velenje,64.5,False,[56.4],[196.2]
199,Ravnettnattkoroskem,Murskattsobota,112.5,False,[],[]
200,Novattgorica,Senozece,51.0,True,[74.7],[145.0]
201,Maribor,Radenci,112.5,False,[105.0],[248.0]
202,Sezana,Novottmesto,133.5,False,[],[]
203,Velenje,Trbovlje,46.5,True,[62.0],[291.4]
204,Ajdovscina,Gornjattradgona,45.0,True,[60.0],[216.0]
205,Dravograd,Portoroz,46.5,True,[77.0],[228.0]
206,Krsko,Ravnettnattkoroskem,54.0,True,[94.4],[234.7]
207,Maribor,Ravnettnattkoroskem,109.5,True,[163.0],[224.0]
208,Ravnettnattkoroskem,Slovenskattbistrica,121.5,False,[105.3],[140.3]
209,Novattgorica,Sezana,96.0,False,[33.0],[157.0]
210,Divaca,Bled,132.0,True,[134.2],[223.0]
211,Rogasjattslatina,Ormoz,127.5,False,[],[]
212,Maribor,Radenci,145.5,False,[255.6],[329.8]
213,Novattgorica,Jesenice,55.5,False,[23.1],[77.0]
214,Novattgorica,Lasko,84.0,False,[45.0],[179.0]
215,Maribor,Ravnettnattkoroskem,52.5,True,[161.0],[230.0]
216,Lasko,Ormoz,51.0,True,[108.0],[188.0]
217,Ptuj,Koper,45.0,True,[143.8],[212.0]
218,Bled,Lasko,63.0,True,[77.0],[210.2]
219,Trbovlje,Dravograd,114.0,True,[157.0],[188.8]
220,Ajdovscina,Sezana,58.5,True,[78.0],[177.8]
221,Izola,Tolmin,81.0,False,[54.0],[210.5]
222,Portoroz,Dravograd,85.5,False,[],[]
223,Ptuj,Trbovlje,49.5,True,[123.0],[158.0]
224,Postojna,Ormoz,72.0,True,[110.3],[179.0]
225,Murskattsobota,Ljubljana,150.0,True,[186.2],[292.0]
226,Ajdovscina,Slovenskattbistrica,81.0,True,[108.0],[238.9]
227,Bled,Murskattsobota,57.0,False,[],[]
228,Ptuj,Sezana,97.5,True,[110.0],[182.0]
229,Tolmin,Kamnik,82.5,False,[],[]
230,Peercelje_0,Dravograd,123.0,False,[],[]
231,Jesenice,Postojna,49.5,True,[66.0],[219.0]
232,Jesenice,Dravograd,48.0,True,[100.0],[217.5]
233,Kranj,Slovenskattbistrica,94.5,False,[85.0],[222.1]
234,Slovenskattbistrica,Ormoz,69.0,False,[64.0],[196.0]
235,Krsko,Gornjattradgona,147.0,False,[38.0],[98.0]
236,Kovevje,Peercelje_0,46.5,True,[62.0],[208.0]
237,Portoroz,Sezana,144.0,False,[36.0],[222.0]
238,Ormoz,Koper,114.0,False,[152.0],[327.2]
239,Velenje,Peercelje_0,52.5,True,[127.0],[158.0]
240,Slovenskattbistrica,Rogasjattslatina,87.0,False,[],[]
241,Kamnik,Murskattsobota,69.0,False,[34.4],[199.0]
242,Jesenice,Tolmin,75.0,True,[85.0],[195.0]
243,Ptuj,Ravnettnattkoroskem,136.5,True,[182.0],[189.0]
244,Ajdovscina,Kranj,150.0,True,[160.0],[200.0]
245,Divaca,Peercelje_0,45.0,True,[82.2],[196.0]
246,Sezana,Kamnik,142.5,False,[],[]
247,Portoroz,Bled,82.5,False,[],[]
248,Ajdovscina,Sezana,145.5,True,[221.7],[281.0]
249,Peercelje_0,Ravnettnattkoroskem,70.5,True,[131.0],[202.0]
250,Dravograd,Tolmin,76.5,True,[102.0],[250.0]
251,Jesenice,Tolmin,144.0,True,[161.0],[286.0]
252,Koper,Gornjattradgona,45.0,False,[30.0],[192.0]
253,Bled,Novottmesto,52.5,True,[120.0],[235.3]
254,Rogasjattslatina,Portoroz,73.5,True,[112.0],[231.0]
255,Izola,Kovevje,45.0,True,[100.0],[146.8]
256,Lasko,Murskattsobota,96.0,True,[143.1],[193.0]
257,Kamnik,Slovenjttgradec,79.5,False,[],[]
258,Slovenskattbistrica,Koper,60.0,True,[70.0],[185.0]
259,Novottmesto,Novattgorica,54.0,True,[107.9],[210.0]
260,Lasko,Novattgorica,115.5,False,[104.6],[188.0]
261,Radenci,Celje,103.5,False,[99.5],[276.2]
262,Tolmin,Portoroz,145.5,False,[],[]
263,Ormoz,Ajdovscina,69.0,True,[137.0],[236.4]
264,Dravograd,Divaca,78.0,True,[104.0],[274.1]
265,Slovenjttgradec,Kovevje,120.0,False,[],[]
266,Velenje,Izola,79.5,False,[],[]
267,Slovenskattbistrica,Divaca,78.0,False,[],[]
268,Dravograd,Ljutomer,76.5,True,[106.5],[209.0]
269,Postojna,Celje,93.0,False,[80.4],[153.0]
270,Slovenjttgradec,Ljutomer,52.5,False,[],[]
271,Trbovlje,Krsko,57.0,False,[],[]
272,Slovenjttgradec,Ljutomer,78.0,True,[99.0],[189.6]
273,Ormoz,Celje,58.5,False,[19.8],[204.8]
274,Velenje,Kranj,88.5,False,[73.0],[182.0]
275,Lasko,Jesenice,58.5,True,[62.6],[214.6]
276,Postojna,Jesenice,108.0,True,[132.0],[217.9]
277,Peercelje_0,Radenci,60.0,False,[],[]
278,Lasko,Ljutomer,69.0,False,[],[]
279,Velenje,Ljubljana,67.5,True,[183.3],[209.6]
280,Ravnettnattkoroskem,Ljubljana,45.0,False,[42.0],[205.6]
281,Dravograd,Divaca,129.0,True,[140.6],[282.0]
282,Krsko,Kovevje,82.5,False,[44.0],[201.7]
283,Jesenice,Trbovlje,52.5,True,[97.0],[113.7]
284,Rogasjattslatina,Slovenskattbistrica,97.5,True,[141.0],[176.0]
285,Ravnettnattkoroskem,Rogasjattslatina,66.0,True,[86.0],[193.0]
286,Slovenjttgradec,Rogasjattslatina,61.5,False,[],[]
287,Peercelje_0,Kranj,115.5,True,[137.0],[257.2]
288,Murskattsobota,Lasko,88.5,True,[124.0],[258.0]
289,Kovevje,Slovenjttgradec,97.5,False,[],[]
290,Novattgorica,Novottmesto,99.0,True,[112.2],[148.0]
291,Peercelje_0,Gornjattradgona,51.0,False,[],[]
292,Koper,Slovenskattbistrica,45.0,True,[100.0],[215.0]
293,Ajdovscina,Kranj,105.0,True,[140.0],[197.0]
294,Trbovlje,Bled,81.0,False,[],[]
295,Trbovlje,Radenci,124.5,False,[42.0],[189.0]
296,Ravnettnattkoroskem,Divaca,109.5,False,[104.0],[266.0]
297,Slovenjttgradec,Radenci,103.5,True,[127.0],[231.0]
298,Sezana,Kovevje,114.0,False,[],[]
299,Slovenjttgradec,Slovenskattbistrica,69.0,False,[],[]
