Next_Hop,Networks
concord_FastEthernet0/1,10.0.0.99/32|10.0.0.98/31
concord_FastEthernet0/0,10.0.0.108/32|10.0.0.108/31
copperhill_FastEthernet0/0,10.0.0.220/32|10.0.0.220/31
copperhill_FastEthernet0/1,10.0.0.222/31|10.0.0.222/32
courtney_FastEthernet0/1,10.0.0.104/31|10.0.0.105/32
courtney_FastEthernet0/0,10.0.0.116/31|10.0.0.117/32
crestview_FastEthernet0/1,10.0.0.174/32|10.0.0.174/31
crestview_FastEthernet0/0,10.0.0.176/31|10.0.0.176/32
dalton_FastEthernet1/0,10.0.0.212/32|10.0.0.212/31
dalton_FastEthernet0/0,10.0.0.214/32|10.0.0.214/31
dalton_FastEthernet0/1,10.0.0.216/31|10.0.0.216/32
danville_FastEthernet0/0,10.0.0.91/32|10.0.0.90/31
danville_FastEthernet0/1,10.0.1.72/31|10.0.1.73/32
danville_FastEthernet1/0,10.0.1.82/31|10.0.1.83/32
darien_FastEthernet0/1,10.0.0.6/31|10.0.0.6/32
darien_FastEthernet0/0,10.0.0.8/32|10.0.0.8/31
dothan_FastEthernet0/1,10.0.0.178/32|10.0.0.178/31
dothan_FastEthernet0/0,10.0.0.180/31|10.0.0.180/32
dothan_FastEthernet1/0,10.0.0.182/31|10.0.0.182/32
ip 10.0.0.183,128.0.0.0/24
douglas_FastEthernet0/0,10.0.0.15/32|10.0.0.14/31
douglas_FastEthernet0/1,10.0.0.138/31|10.0.0.139/32
durham_FastEthernet0/1,10.0.0.40/31|10.0.0.41/32
durham_FastEthernet0/0,10.0.0.46/31|10.0.0.47/32
easley_FastEthernet0/1,10.0.1.4/31|10.0.1.4/32
easley_FastEthernet0/0,10.0.1.6/32|10.0.1.6/31
edinburg_FastEthernet0/0,10.0.0.184/32|10.0.0.184/31
edinburg_FastEthernet0/1,10.0.0.186/31|10.0.0.186/32
ellijay_FastEthernet0/1,10.0.0.202/31|10.0.0.203/32
ellijay_FastEthernet1/0,10.0.0.216/31|10.0.0.217/32
ellijay_FastEthernet0/0,10.0.0.224/31|10.0.0.224/32
fayetteville_FastEthernet0/1,10.0.0.36/31|10.0.0.37/32
fayetteville_FastEthernet1/0,10.0.0.44/31|10.0.0.45/32
fayetteville_FastEthernet0/0,10.0.0.54/31|10.0.0.55/32
fayetteville_FastEthernet2/0,10.0.0.58/32|10.0.0.58/31
fayetteville_FastEthernet1/1,10.0.0.60/31|10.0.0.60/32
florence_FastEthernet1/1,10.0.0.201/32|10.0.0.200/31
florence_FastEthernet0/1,10.0.1.42/32|10.0.1.42/31
florence_FastEthernet0/0,10.0.1.44/32|10.0.1.44/31
florence_FastEthernet1/0,10.0.1.46/31|10.0.1.46/32
fortttmyers_FastEthernet0/0,10.0.0.118/32|10.0.0.118/31
franklin_FastEthernet0/0,10.0.0.255/32|10.0.0.254/31
franklin_FastEthernet0/1,10.0.1.2/32|10.0.1.2/31
frontttroyal_FastEthernet0/1,10.0.0.188/32|10.0.0.188/31
frontttroyal_FastEthernet0/0,10.0.0.190/32|10.0.0.190/31
georgetown_FastEthernet0/1,10.0.0.244/31|10.0.0.245/32
georgetown_FastEthernet0/0,10.0.1.40/32|10.0.1.40/31
gettysburg_FastEthernet0/1,10.0.1.109/32|10.0.1.108/31
gettysburg_FastEthernet0/0,10.0.1.110/31|10.0.1.110/32
greensboro_FastEthernet0/0,10.0.0.48/31|10.0.0.49/32
greensboro_FastEthernet1/0,10.0.0.88/32|10.0.0.88/31
greensboro_FastEthernet0/1,10.0.0.90/32|10.0.0.90/31
greenville_FastEthernet0/1,10.0.0.42/31|10.0.0.43/32
greenville_FastEthernet0/0,10.0.0.56/31|10.0.0.56/32
greenvilleid91_FastEthernet0/0,10.0.0.198/31|10.0.0.199/32
greenvilleid91_FastEthernet1/0,10.0.1.7/32|10.0.1.6/31
greenvilleid91_FastEthernet0/1,10.0.1.8/31|10.0.1.8/32
greenvilleid91_FastEthernet1/1,10.0.1.10/32|10.0.1.10/31
greenwood_FastEthernet0/0,10.0.0.79/32|10.0.0.78/31
hagerstown_FastEthernet0/1,10.0.1.65/32|10.0.1.64/31
hagerstown_FastEthernet0/0,10.0.1.106/31|10.0.1.106/32
harrisonburg_FastEthernet0/0,10.0.0.235/32|10.0.0.234/31
harrisonburg_FastEthernet0/1,10.0.1.76/32|10.0.1.76/31
harrisonburg_FastEthernet1/0,10.0.1.78/32|10.0.1.78/31
hartwell_FastEthernet0/1,10.0.0.32/31|10.0.0.33/32
hartwell_FastEthernet0/0,10.0.0.65/32|10.0.0.64/31
hawkinsville_FastEthernet0/0,10.0.1.88/32|10.0.1.88/31
hawkinsville_FastEthernet1/0,10.0.1.90/31|10.0.1.90/32
hawkinsville_FastEthernet0/1,10.0.1.92/31|10.0.1.92/32
ip 10.0.1.91,128.0.1.0/24
hayesville_FastEthernet0/1,10.0.1.17/32|10.0.1.16/31
hayesville_FastEthernet0/0,10.0.1.18/32|10.0.1.18/31
herndon_FastEthernet0/0,10.0.0.195/32|10.0.0.194/31
herndon_FastEthernet0/1,10.0.1.23/32|10.0.1.22/31
hiawassee_FastEthernet0/0,10.0.0.254/32|10.0.0.254/31
hiawassee_FastEthernet0/1,10.0.1.0/32|10.0.1.0/31
hickory_FastEthernet0/0,10.0.0.197/32|10.0.0.196/31
hickory_FastEthernet0/1,10.0.1.56/32|10.0.1.56/31
hickorytttavern_FastEthernet0/0,10.0.0.77/32|10.0.0.76/31
hickorytttavern_FastEthernet0/1,10.0.0.84/31|10.0.0.84/32
highttpoint_FastEthernet0/0,10.0.0.92/31|10.0.0.93/32
highttpoint_FastEthernet0/1,10.0.0.101/32|10.0.0.100/31
highttpoint_FastEthernet1/0,10.0.0.106/32|10.0.0.106/31
hiltontthead_FastEthernet0/0,10.0.0.238/31|10.0.0.238/32
hiltontthead_FastEthernet0/1,10.0.0.240/32|10.0.0.240/31
hinesville_FastEthernet0/0,10.0.0.9/32|10.0.0.8/31
hinesville_FastEthernet0/1,10.0.1.84/31|10.0.1.84/32
huntington_FastEthernet0/1,10.0.0.153/32|10.0.0.152/31
huntington_FastEthernet0/0,10.0.1.112/31|10.0.1.113/32
jacksonville_FastEthernet0/1,10.0.0.13/32|10.0.0.12/31
jacksonville_FastEthernet0/0,10.0.0.16/31|10.0.0.16/32
jacksonvilleid15_FastEthernet0/1,10.0.0.53/32|10.0.0.52/31
jacksonvilleid15_FastEthernet0/0,10.0.0.54/31|10.0.0.54/32
johnsonttcity_FastEthernet0/0,10.0.0.70/31|10.0.0.71/32
johnsonttcity_FastEthernet0/1,10.0.0.75/32|10.0.0.74/31
kernersville_FastEthernet0/0,10.0.0.92/31|10.0.0.92/32
kernersville_FastEthernet0/1,10.0.0.94/31|10.0.0.94/32
kershaw_FastEthernet0/1,10.0.1.29/32|10.0.1.28/31
kershaw_FastEthernet0/0,10.0.1.32/31|10.0.1.32/32
kingsport_FastEthernet0/0,10.0.0.73/32|10.0.0.72/31
kingsport_FastEthernet0/1,10.0.0.74/32|10.0.0.74/31
kinston_FastEthernet0/1,10.0.0.50/31|10.0.0.51/32
kinston_FastEthernet0/0,10.0.0.56/31|10.0.0.57/32
lakettcity_FastEthernet0/0,10.0.0.16/31|10.0.0.17/32
lakettcity_FastEthernet0/1,10.0.0.18/31|10.0.0.18/32
lancaster_FastEthernet0/0,10.0.1.28/32|10.0.1.28/31
lancaster_FastEthernet0/1,10.0.1.30/31|10.0.1.30/32
leesburg_FastEthernet0/1,10.0.1.20/32|10.0.1.20/31
leesburg_FastEthernet0/0,10.0.1.22/32|10.0.1.22/31
leesburgid143_FastEthernet0/0,10.0.0.252/31|10.0.0.253/32
leesburgid143_FastEthernet0/1,10.0.1.104/31|10.0.1.105/32
ip 10.0.1.104,128.0.0.0/24|128.0.1.0/24
leslie_FastEthernet0/0,10.0.1.89/32|10.0.1.88/31
leslie_FastEthernet0/1,10.0.1.94/31|10.0.1.95/32
ip 10.0.1.88,128.0.1.0/24
levelttcross_FastEthernet0/1,10.0.0.114/32|10.0.0.114/31
levelttcross_FastEthernet0/0,10.0.0.116/32|10.0.0.116/31
lexington_FastEthernet1/1,10.0.0.96/31|10.0.0.97/32
lexington_FastEthernet1/0,10.0.0.100/32|10.0.0.100/31
lexington_FastEthernet0/0,10.0.0.102/32|10.0.0.102/31
lexington_FastEthernet0/1,10.0.0.104/31|10.0.0.104/32
lexingtonid123_FastEthernet0/0,10.0.0.170/31|10.0.0.171/32
lexingtonid123_FastEthernet0/1,10.0.1.70/31|10.0.1.70/32
lynchburg_FastEthernet1/0,10.0.0.148/31|10.0.0.149/32
lynchburg_FastEthernet0/0,10.0.1.69/32|10.0.1.68/31
lynchburg_FastEthernet0/1,10.0.1.72/31|10.0.1.72/32
macon_FastEthernet0/0,10.0.0.143/32|10.0.0.142/31
macon_FastEthernet0/1,10.0.0.227/32|10.0.0.226/31
macon_FastEthernet1/0,10.0.1.94/32|10.0.1.94/31
ip 10.0.1.95,128.0.1.0/24
maitland_FastEthernet0/1,10.0.0.126/31|10.0.0.127/32
maitland_FastEthernet0/0,10.0.0.252/31|10.0.0.252/32
ip 10.0.0.253,128.0.0.0/24|128.0.1.0/24
maretta_FastEthernet0/0,10.0.0.206/32|10.0.0.206/31
maretta_FastEthernet0/1,10.0.0.208/31|10.0.0.208/32
marion_FastEthernet0/0,10.0.0.87/32|10.0.0.86/31
marion_FastEthernet0/1,10.0.0.154/32|10.0.0.154/31
martinsburg_FastEthernet0/1,10.0.1.27/32|10.0.1.26/31
martinsburg_FastEthernet0/0,10.0.1.64/32|10.0.1.64/31
martinsville_FastEthernet0/1,10.0.1.75/32|10.0.1.74/31
martinsville_FastEthernet0/0,10.0.1.82/31|10.0.1.82/32
metter_FastEthernet0/0,10.0.1.98/31|10.0.1.99/32
metter_FastEthernet0/1,10.0.1.100/32|10.0.1.100/31
mobile_FastEthernet0/0,10.0.1.117/32|10.0.1.116/31
mobile_FastEthernet0/1,10.0.1.121/32|10.0.1.120/31
monksttcorner_FastEthernet0/1,10.0.0.246/31|10.0.0.247/32
monksttcorner_FastEthernet0/0,10.0.1.35/32|10.0.1.34/31
montgomery_FastEthernet1/0,10.0.0.180/31|10.0.0.181/32
montgomery_FastEthernet0/1,10.0.1.114/32|10.0.1.114/31
montgomery_FastEthernet1/1,10.0.1.116/32|10.0.1.116/31
montgomery_FastEthernet0/0,10.0.1.118/31|10.0.1.118/32
murphy_FastEthernet0/1,10.0.0.222/31|10.0.0.223/32
murphy_FastEthernet0/0,10.0.1.50/31|10.0.1.51/32
myrtlettbeach_FastEthernet1/0,10.0.0.62/31|10.0.0.63/32
myrtlettbeach_FastEthernet0/1,10.0.1.41/32|10.0.1.40/31
myrtlettbeach_FastEthernet0/0,10.0.1.43/32|10.0.1.42/31
nahunta_FastEthernet0/0,10.0.0.6/31|10.0.0.7/32
nahunta_FastEthernet1/0,10.0.0.10/31|10.0.0.10/32
nahunta_FastEthernet0/1,10.0.0.12/31|10.0.0.12/32
newttbern_FastEthernet0/1,10.0.0.50/31|10.0.0.50/32
newttbern_FastEthernet0/0,10.0.0.52/32|10.0.0.52/31
nodeid78_FastEthernet0/0,10.0.0.185/32|10.0.0.184/31
nodeid78_FastEthernet1/0,10.0.0.232/32|10.0.0.232/31
nodeid78_FastEthernet0/1,10.0.0.234/32|10.0.0.234/31
nodeid79_FastEthernet0/0,10.0.0.187/32|10.0.0.186/31
nodeid79_FastEthernet0/1,10.0.0.191/32|10.0.0.190/31
nodeid79_FastEthernet1/0,10.0.0.236/32|10.0.0.236/31
nodeid82_FastEthernet0/0,10.0.0.244/32|10.0.0.244/31
nodeid82_FastEthernet0/1,10.0.0.246/31|10.0.0.246/32
nodeid82_FastEthernet1/0,10.0.0.248/31|10.0.0.248/32
nodeid84_FastEthernet0/0,10.0.0.89/32|10.0.0.88/31
nodeid84_FastEthernet1/0,10.0.0.94/31|10.0.0.95/32
nodeid84_FastEthernet0/1,10.0.0.106/31|10.0.0.107/32
nodeid85_FastEthernet0/1,10.0.0.0/31|10.0.0.1/32
nodeid85_FastEthernet1/0,10.0.0.3/32|10.0.0.2/31
nodeid85_FastEthernet0/0,10.0.0.27/32|10.0.0.26/31
nodeid86_FastEthernet0/0,10.0.0.34/31|10.0.0.35/32
nodeid86_FastEthernet0/1,10.0.0.241/32|10.0.0.240/31
nodeid86_FastEthernet1/0,10.0.0.250/31|10.0.0.250/32
ocala_FastEthernet0/1,10.0.1.102/31|10.0.1.102/32
ocala_FastEthernet0/0,10.0.1.104/31|10.0.1.104/32
ip 10.0.1.103,128.0.0.0/24|128.0.1.0/24
omega_FastEthernet0/0,10.0.0.122/31|10.0.0.123/32
omega_FastEthernet0/1,10.0.0.131/32|10.0.0.130/31
omega_FastEthernet1/1,10.0.0.134/31|10.0.0.134/32
omega_FastEthernet1/0,10.0.0.136/31|10.0.0.136/32
ip 10.0.0.130,128.0.1.0/24
orangeburg_FastEthernet0/0,10.0.0.0/31|10.0.0.0/32
panamattcity_FastEthernet0/1,10.0.0.176/31|10.0.0.177/32
panamattcity_FastEthernet1/0,10.0.0.179/32|10.0.0.178/31
panamattcity_FastEthernet0/0,10.0.1.122/32|10.0.1.122/31
ip 10.0.0.178,128.0.0.0/24
peerdothan_0_FastEthernet0/0,10.0.0.182/31|10.0.0.183/32
peerdothan_0_Loopback0,128.0.0.0/24|128.0.0.1/32
peervadosta_1_FastEthernet0/0,10.0.0.133/32|10.0.0.132/31
peervadosta_1_Loopback0,128.0.1.1/32|128.0.1.0/24
pembroke_FastEthernet0/0,10.0.1.96/31|10.0.1.97/32
pembroke_FastEthernet0/1,10.0.1.98/32|10.0.1.98/31
pensacola_FastEthernet0/0,10.0.0.175/32|10.0.0.174/31
pensacola_FastEthernet0/1,10.0.1.120/32|10.0.1.120/31
radford_FastEthernet0/1,10.0.0.157/32|10.0.0.156/31
radford_FastEthernet0/0,10.0.0.172/32|10.0.0.172/31
raleigh_FastEthernet0/1,10.0.0.36/31|10.0.0.36/32
raleigh_FastEthernet1/0,10.0.0.38/32|10.0.0.38/31
raleigh_FastEthernet0/0,10.0.0.40/31|10.0.0.40/32
rentz_FastEthernet0/0,10.0.1.93/32|10.0.1.92/31
rentz_FastEthernet0/1,10.0.1.101/32|10.0.1.100/31
ringgold_FastEthernet0/1,10.0.0.212/31|10.0.0.213/32
ringgold_FastEthernet0/0,10.0.0.218/31|10.0.0.218/32
roanoke_FastEthernet1/1,10.0.0.144/32|10.0.0.144/31
roanoke_FastEthernet0/0,10.0.0.146/32|10.0.0.146/31
roanoke_FastEthernet0/1,10.0.0.148/32|10.0.0.148/31
roanoke_FastEthernet1/0,10.0.0.150/32|10.0.0.150/31
rocktthill_FastEthernet1/0,10.0.1.30/31|10.0.1.31/32
rocktthill_FastEthernet0/0,10.0.1.61/32|10.0.1.60/31
rocktthill_FastEthernet0/1,10.0.1.62/32|10.0.1.62/31
rockyttmount_FastEthernet1/0,10.0.0.38/31|10.0.0.39/32
rockyttmount_FastEthernet0/1,10.0.0.42/32|10.0.0.42/31
rockyttmount_FastEthernet0/0,10.0.0.44/32|10.0.0.44/31
rockyttmountid125_FastEthernet0/1,10.0.0.150/31|10.0.0.151/32
rockyttmountid125_FastEthernet0/0,10.0.1.74/32|10.0.1.74/31
salisbury_FastEthernet0/1,10.0.0.96/31|10.0.0.96/32
salisbury_FastEthernet0/0,10.0.0.98/32|10.0.0.98/31
savannah_FastEthernet1/0,10.0.0.250/31|10.0.0.251/32
savannah_FastEthernet1/1,10.0.1.38/31|10.0.1.39/32
savannah_FastEthernet0/1,10.0.1.85/32|10.0.1.84/31
savannah_FastEthernet0/0,10.0.1.86/31|10.0.1.86/32
sparta_FastEthernet0/0,10.0.0.112/31|10.0.0.113/32
sparta_FastEthernet0/1,10.0.0.114/31|10.0.0.115/32
sparta_FastEthernet1/0,10.0.0.158/31|10.0.0.159/32
spartanburg_FastEthernet0/1,10.0.1.11/32|10.0.1.10/31
spartanburg_FastEthernet1/0,10.0.1.56/31|10.0.1.57/32
spartanburg_FastEthernet0/0,10.0.1.59/32|10.0.1.58/31
staunton_FastEthernet0/1,10.0.0.169/32|10.0.0.168/31
staunton_FastEthernet0/0,10.0.1.77/32|10.0.1.76/31
staunton_FastEthernet1/0,10.0.1.80/31|10.0.1.80/32
stephensttcity_FastEthernet0/1,10.0.0.236/31|10.0.0.237/32
stephensttcity_FastEthernet0/0,10.0.1.26/31|10.0.1.26/32
sumter_FastEthernet0/0,10.0.0.25/32|10.0.0.24/31
sumter_FastEthernet1/0,10.0.0.248/31|10.0.0.249/32
sumter_FastEthernet0/1,10.0.1.46/31|10.0.1.47/32
sylva_FastEthernet0/1,10.0.1.3/32|10.0.1.2/31
sylva_FastEthernet0/0,10.0.1.55/32|10.0.1.54/31
tallahassee_FastEthernet1/0,10.0.0.18/31|10.0.0.19/32
tallahassee_FastEthernet0/0,10.0.0.140/31|10.0.0.141/32
tallahassee_FastEthernet1/1,10.0.1.102/31|10.0.1.103/32
tallahassee_FastEthernet0/1,10.0.1.125/32|10.0.1.124/31
ip 10.0.1.124,128.0.0.0/24
ip 10.0.0.140,128.0.1.0/24
tarttheel_FastEthernet0/0,10.0.0.60/31|10.0.0.61/32
tarttheel_FastEthernet0/1,10.0.0.200/32|10.0.0.200/31
tifton_FastEthernet0/0,10.0.0.120/31|10.0.0.120/32
tifton_FastEthernet0/1,10.0.0.122/31|10.0.0.122/32
toccoa_FastEthernet0/1,10.0.1.5/32|10.0.1.4/31
toccoa_FastEthernet0/0,10.0.1.24/31|10.0.1.25/32
troutville_FastEthernet1/0,10.0.0.145/32|10.0.0.144/31
troutville_FastEthernet0/0,10.0.0.165/32|10.0.0.164/31
troutville_FastEthernet1/1,10.0.0.168/32|10.0.0.168/31
troutville_FastEthernet0/1,10.0.0.170/31|10.0.0.170/32
vadosta_FastEthernet0/0,10.0.0.128/31|10.0.0.129/32
vadosta_FastEthernet0/1,10.0.0.130/31|10.0.0.130/32
vadosta_FastEthernet1/0,10.0.0.132/32|10.0.0.132/31
ip 10.0.0.133,128.0.1.0/24
walterboro_FastEthernet0/0,10.0.0.2/31|10.0.0.2/32
walterboro_FastEthernet0/1,10.0.0.4/32|10.0.0.4/31
warrenton_FastEthernet0/1,10.0.0.189/32|10.0.0.188/31
warrenton_FastEthernet0/0,10.0.0.192/32|10.0.0.192/31
warwick_FastEthernet0/1,10.0.0.136/31|10.0.0.137/32
warwick_FastEthernet0/0,10.0.1.90/31|10.0.1.91/32
ip 10.0.0.136,128.0.1.0/24
waycross_FastEthernet0/1,10.0.0.10/31|10.0.0.11/32
waycross_FastEthernet0/0,10.0.0.14/32|10.0.0.14/31
waynesboro_FastEthernet0/0,10.0.1.66/31|10.0.1.67/32
waynesboro_FastEthernet1/0,10.0.1.71/32|10.0.1.70/31
waynesboro_FastEthernet0/1,10.0.1.79/32|10.0.1.78/31
waynesboro_FastEthernet1/1,10.0.1.80/31|10.0.1.81/32
willacoochee_FastEthernet0/1,10.0.0.134/31|10.0.0.135/32
willacoochee_FastEthernet0/0,10.0.0.138/31|10.0.0.138/32
wilmington_FastEthernet0/0,10.0.0.59/32|10.0.0.58/31
wilmington_FastEthernet0/1,10.0.0.62/31|10.0.0.62/32
winchester_FastEthernet0/1,10.0.0.233/32|10.0.0.232/31
winchester_FastEthernet0/0,10.0.1.21/32|10.0.1.20/31
winterttpark_FastEthernet0/0,10.0.0.124/32|10.0.0.124/31
winterttpark_FastEthernet0/1,10.0.0.126/31|10.0.0.126/32
wytheville_FastEthernet0/1,10.0.0.155/32|10.0.0.154/31
wytheville_FastEthernet1/0,10.0.0.156/32|10.0.0.156/31
wytheville_FastEthernet1/1,10.0.0.158/32|10.0.0.158/31
wytheville_FastEthernet0/0,10.0.0.160/31|10.0.0.160/32
yemassee_FastEthernet1/1,10.0.0.5/32|10.0.0.4/31
yemassee_FastEthernet0/0,10.0.0.242/31|10.0.0.243/32
yemassee_FastEthernet0/1,10.0.1.36/31|10.0.1.37/32
yemassee_FastEthernet1/0,10.0.1.38/31|10.0.1.38/32
youngttharris_FastEthernet1/0,10.0.1.1/32|10.0.1.0/31
youngttharris_FastEthernet0/0,10.0.1.15/32|10.0.1.14/31
youngttharris_FastEthernet0/1,10.0.1.16/32|10.0.1.16/31
