Node,Network,Next_Hop,Protocol
frankfurt,10.0.0.74/31,FastEthernet1/1,connected
frankfurt,10.0.0.74/32,FastEthernet1/1,local
frankfurt,10.0.0.76/31,FastEthernet3/0,connected
frankfurt,10.0.0.76/32,FastEthernet3/0,local
geneva,10.0.0.50/31,FastEthernet2/0,connected
geneva,10.0.0.51/32,FastEthernet2/0,local
geneva,10.0.0.60/31,FastEthernet0/0,connected
geneva,10.0.0.60/32,FastEthernet0/0,local
geneva,10.0.0.62/31,FastEthernet1/0,connected
geneva,10.0.0.62/32,FastEthernet1/0,local
geneva,10.0.0.64/31,FastEthernet0/1,connected
geneva,10.0.0.64/32,FastEthernet0/1,local
geneva,10.0.0.66/31,FastEthernet1/1,connected
geneva,10.0.0.66/32,FastEthernet1/1,local
geneva,128.0.0.0/24,ip,bgp
istanbul,10.0.0.32/31,FastEthernet0/1,connected
istanbul,10.0.0.33/32,FastEthernet0/1,local
istanbul,10.0.0.34/31,FastEthernet0/0,connected
istanbul,10.0.0.34/32,FastEthernet0/0,local
kiev,10.0.0.30/31,FastEthernet0/0,connected
kiev,10.0.0.31/32,FastEthernet0/0,local
kiev,10.0.0.90/31,FastEthernet0/1,connected
kiev,10.0.0.91/32,FastEthernet0/1,local
lisbon,10.0.0.82/31,FastEthernet0/0,connected
lisbon,10.0.0.83/32,FastEthernet0/0,local
ljubjana,10.0.0.28/31,FastEthernet0/0,connected
ljubjana,10.0.0.28/32,FastEthernet0/0,local
london,10.0.0.56/31,FastEthernet0/1,connected
london,10.0.0.57/32,FastEthernet0/1,local
london,10.0.0.78/31,FastEthernet0/0,connected
london,10.0.0.79/32,FastEthernet0/0,local
london,10.0.0.80/31,FastEthernet1/0,connected
london,10.0.0.80/32,FastEthernet1/0,local
london,10.0.0.82/31,FastEthernet1/1,connected
london,10.0.0.82/32,FastEthernet1/1,local
london,10.0.0.84/31,FastEthernet2/0,connected
london,10.0.0.84/32,FastEthernet2/0,local
luxembourg,10.0.0.42/31,FastEthernet0/1,connected
luxembourg,10.0.0.43/32,FastEthernet0/1,local
luxembourg,10.0.0.44/31,FastEthernet0/0,connected
luxembourg,10.0.0.44/32,FastEthernet0/0,local
lyon,10.0.0.64/31,FastEthernet0/0,connected
lyon,10.0.0.65/32,FastEthernet0/0,local
lyon,10.0.0.86/31,FastEthernet1/0,connected
lyon,10.0.0.87/32,FastEthernet1/0,local
lyon,10.0.0.96/31,FastEthernet0/1,connected
lyon,10.0.0.97/32,FastEthernet0/1,local
lyon,128.0.0.0/24,ip,bgp
madrid,10.0.0.88/31,FastEthernet0/1,connected
madrid,10.0.0.89/32,FastEthernet0/1,local
madrid,10.0.0.92/31,FastEthernet0/0,connected
madrid,10.0.0.92/32,FastEthernet0/0,local
marseille,10.0.0.68/31,FastEthernet1/0,connected
marseille,10.0.0.69/32,FastEthernet1/0,local
marseille,10.0.0.94/31,FastEthernet0/0,connected
marseille,10.0.0.95/32,FastEthernet0/0,local
marseille,10.0.0.96/31,FastEthernet0/1,connected
marseille,10.0.0.96/32,FastEthernet0/1,local
milan,10.0.0.6/31,FastEthernet1/0,connected
milan,10.0.0.7/32,FastEthernet1/0,local
milan,10.0.0.18/31,FastEthernet0/1,connected
milan,10.0.0.19/32,FastEthernet0/1,local
milan,10.0.0.46/31,FastEthernet1/1,connected
milan,10.0.0.47/32,FastEthernet1/1,local
milan,10.0.0.68/31,FastEthernet0/0,connected
milan,10.0.0.68/32,FastEthernet0/0,local
paris,10.0.0.58/31,FastEthernet0/0,connected
paris,10.0.0.59/32,FastEthernet0/0,local
paris,10.0.0.62/31,FastEthernet0/1,connected
paris,10.0.0.63/32,FastEthernet0/1,local
paris,10.0.0.84/31,FastEthernet1/0,connected
paris,10.0.0.85/32,FastEthernet1/0,local
paris,10.0.0.86/31,FastEthernet1/1,connected
paris,10.0.0.86/32,FastEthernet1/1,local
paris,10.0.0.88/31,FastEthernet2/0,connected
paris,10.0.0.88/32,FastEthernet2/0,local
paris,128.0.0.0/24,ip,bgp
peergeneva_0,10.0.0.66/31,FastEthernet0/0,connected
peergeneva_0,10.0.0.67/32,FastEthernet0/0,local
peergeneva_0,128.0.0.0/24,Loopback0,connected
peergeneva_0,128.0.0.1/32,Loopback0,local
praha,10.0.0.2/31,FastEthernet0/0,connected
praha,10.0.0.3/32,FastEthernet0/0,local
praha,10.0.0.10/31,FastEthernet1/0,connected
praha,10.0.0.10/32,FastEthernet1/0,local
praha,10.0.0.12/31,FastEthernet0/1,connected
praha,10.0.0.12/32,FastEthernet0/1,local
roma,10.0.0.18/31,FastEthernet0/0,connected
roma,10.0.0.18/32,FastEthernet0/0,local
roma,10.0.0.20/31,FastEthernet0/1,connected
roma,10.0.0.20/32,FastEthernet0/1,local
rotterdam,10.0.0.14/31,FastEthernet0/0,connected
rotterdam,10.0.0.14/32,FastEthernet0/0,local
rotterdam,10.0.0.16/31,FastEthernet0/1,connected
rotterdam,10.0.0.16/32,FastEthernet0/1,local
sofia,10.0.0.24/31,FastEthernet0/1,connected
sofia,10.0.0.25/32,FastEthernet0/1,local
sofia,10.0.0.70/31,FastEthernet0/0,connected
sofia,10.0.0.71/32,FastEthernet0/0,local
stockholm,10.0.0.74/31,FastEthernet0/0,connected
stockholm,10.0.0.75/32,FastEthernet0/0,local
strasbourg,10.0.0.38/31,FastEthernet0/0,connected
strasbourg,10.0.0.38/32,FastEthernet0/0,local
strasbourg,10.0.0.40/31,FastEthernet0/1,connected
strasbourg,10.0.0.40/32,FastEthernet0/1,local
strasbourg,10.0.0.42/31,FastEthernet1/0,connected
strasbourg,10.0.0.42/32,FastEthernet1/0,local
vaduz,10.0.0.36/31,FastEthernet0/0,connected
vaduz,10.0.0.36/32,FastEthernet0/0,local
vienna,10.0.0.0/31,FastEthernet0/0,connected
vienna,10.0.0.1/32,FastEthernet0/0,local
vienna,10.0.0.6/31,FastEthernet1/0,connected
vienna,10.0.0.6/32,FastEthernet1/0,local
vienna,10.0.0.8/31,FastEthernet0/1,connected
vienna,10.0.0.8/32,FastEthernet0/1,local
warsaw,10.0.0.10/31,FastEthernet1/0,connected
warsaw,10.0.0.11/32,FastEthernet1/0,local
warsaw,10.0.0.76/31,FastEthernet0/0,connected
warsaw,10.0.0.77/32,FastEthernet0/0,local
warsaw,10.0.0.90/31,FastEthernet0/1,connected
warsaw,10.0.0.90/32,FastEthernet0/1,local
zagreb,10.0.0.26/31,FastEthernet0/0,connected
zagreb,10.0.0.27/32,FastEthernet0/0,local
zagreb,10.0.0.28/31,FastEthernet0/1,connected
zagreb,10.0.0.29/32,FastEthernet0/1,local
zurich,10.0.0.20/31,FastEthernet1/1,connected
zurich,10.0.0.21/32,FastEthernet1/1,local
zurich,10.0.0.36/31,FastEthernet2/0,connected
zurich,10.0.0.37/32,FastEthernet2/0,local
zurich,10.0.0.46/31,FastEthernet1/0,connected
zurich,10.0.0.46/32,FastEthernet1/0,local
zurich,10.0.0.48/31,FastEthernet0/0,connected
zurich,10.0.0.48/32,FastEthernet0/0,local
zurich,10.0.0.50/31,FastEthernet0/1,connected
zurich,10.0.0.50/32,FastEthernet0/1,local
