Next_Hop,Networks
nodeid31_FastEthernet1/1,10.0.0.104/32|10.0.0.104/31
nodeid31_FastEthernet1/0,10.0.0.106/32|10.0.0.106/31
nodeid32_FastEthernet0/1,10.0.0.108/32|10.0.0.108/31
nodeid32_FastEthernet0/0,10.0.0.110/31|10.0.0.110/32
nodeid33_FastEthernet0/1,10.0.0.112/32|10.0.0.112/31
nodeid33_FastEthernet1/0,10.0.0.114/32|10.0.0.114/31
nodeid33_FastEthernet0/0,10.0.0.116/32|10.0.0.116/31
nodeid34_FastEthernet0/0,10.0.0.4/31|10.0.0.5/32
nodeid34_FastEthernet0/1,10.0.0.20/31|10.0.0.21/32
nodeid35_FastEthernet0/1,10.0.0.118/32|10.0.0.118/31
nodeid35_FastEthernet0/0,10.0.0.120/32|10.0.0.120/31
nodeid35_FastEthernet1/0,10.0.0.122/32|10.0.0.122/31
nodeid37_FastEthernet0/1,10.0.0.6/31|10.0.0.7/32
nodeid37_FastEthernet0/0,10.0.0.124/31|10.0.0.125/32
nodeid38_FastEthernet0/0,10.0.0.32/31|10.0.0.33/32
nodeid38_FastEthernet0/1,10.0.0.126/31|10.0.0.126/32
nodeid38_FastEthernet1/0,10.0.0.128/31|10.0.0.128/32
nodeid39_FastEthernet0/1,10.0.0.130/31|10.0.0.130/32
nodeid39_FastEthernet0/0,10.0.0.132/31|10.0.0.132/32
nodeid41_FastEthernet0/1,10.0.0.126/31|10.0.0.127/32
nodeid41_FastEthernet0/0,10.0.0.135/32|10.0.0.134/31
nodeid44_FastEthernet0/0,10.0.0.106/31|10.0.0.107/32
nodeid44_FastEthernet0/1,10.0.0.111/32|10.0.0.110/31
nodeid44_FastEthernet1/1,10.0.0.138/31|10.0.0.138/32
nodeid44_FastEthernet1/0,10.0.0.140/31|10.0.0.140/32
nodeid45_FastEthernet0/0,10.0.0.103/32|10.0.0.102/31
nodeid45_FastEthernet0/1,10.0.0.117/32|10.0.0.116/31
nodeid45_FastEthernet1/0,10.0.0.140/31|10.0.0.141/32
nodeid45_FastEthernet1/1,10.0.0.142/32|10.0.0.142/31
nodeid46_FastEthernet1/0,10.0.0.43/32|10.0.0.42/31
nodeid46_FastEthernet0/1,10.0.0.99/32|10.0.0.98/31
nodeid46_FastEthernet0/0,10.0.0.137/32|10.0.0.136/31
nodeid49_FastEthernet0/0,10.0.0.105/32|10.0.0.104/31
nodeid49_FastEthernet0/1,10.0.0.113/32|10.0.0.112/31
nodeid49_FastEthernet1/0,10.0.0.143/32|10.0.0.142/31
nodeid50_FastEthernet0/0,10.0.0.37/32|10.0.0.36/31
nodeid50_FastEthernet0/1,10.0.0.148/31|10.0.0.148/32
nodeid50_FastEthernet1/0,10.0.0.150/32|10.0.0.150/31
nodeid56_FastEthernet0/0,10.0.0.153/32|10.0.0.152/31
nodeid56_FastEthernet0/1,10.0.0.154/31|10.0.0.154/32
nodeid58_FastEthernet0/0,10.0.0.63/32|10.0.0.62/31
nodeid58_FastEthernet0/1,10.0.0.156/32|10.0.0.156/31
nodeid59_FastEthernet0/0,10.0.0.101/32|10.0.0.100/31
nodeid59_FastEthernet0/1,10.0.0.109/32|10.0.0.108/31
nodeid59_FastEthernet1/0,10.0.0.138/31|10.0.0.139/32
nodeid59_FastEthernet1/1,10.0.0.157/32|10.0.0.156/31
nodeid60_FastEthernet0/0,10.0.0.158/31|10.0.0.158/32
nodeid60_FastEthernet0/1,10.0.0.160/32|10.0.0.160/31
nodeid62_FastEthernet0/0,10.0.0.164/31|10.0.0.164/32
nodeid63_FastEthernet1/0,10.0.0.165/32|10.0.0.164/31
nodeid63_FastEthernet0/0,10.0.0.166/31|10.0.0.166/32
nodeid63_FastEthernet0/1,10.0.0.168/31|10.0.0.168/32
nodeid67_FastEthernet0/1,10.0.0.95/32|10.0.0.94/31
nodeid67_FastEthernet1/0,10.0.0.96/31|10.0.0.97/32
nodeid67_FastEthernet0/0,10.0.0.170/32|10.0.0.170/31
nodeid69_FastEthernet0/1,10.0.0.161/32|10.0.0.160/31
nodeid69_FastEthernet0/0,10.0.0.162/31|10.0.0.163/32
nodeid7_FastEthernet0/0,10.0.0.11/32|10.0.0.10/31
nodeid7_FastEthernet0/1,10.0.0.25/32|10.0.0.24/31
nodeid8_FastEthernet1/0,10.0.0.34/31|10.0.0.34/32
nodeid8_FastEthernet0/0,10.0.0.36/32|10.0.0.36/31
nodeid8_FastEthernet0/1,10.0.0.38/31|10.0.0.38/32
ip 10.0.0.39,128.0.0.0/24
nodeid9_FastEthernet0/0,10.0.0.12/31|10.0.0.13/32
nodeid9_FastEthernet0/1,10.0.0.40/32|10.0.0.40/31
nodeid9_FastEthernet1/0,10.0.0.42/31|10.0.0.42/32
panama_FastEthernet0/0,10.0.0.15/32|10.0.0.14/31
panama_FastEthernet0/1,10.0.0.18/32|10.0.0.18/31
panama_FastEthernet1/0,10.0.0.20/31|10.0.0.20/32
peermartinique_0_FastEthernet0/0,10.0.0.76/31|10.0.0.77/32
peermartinique_0_Loopback0,128.0.0.0/24|128.0.0.1/32
puertottrico_FastEthernet0/0,10.0.0.26/31|10.0.0.27/32
puertottrico_FastEthernet1/1,10.0.0.146/31|10.0.0.147/32
puertottrico_FastEthernet0/1,10.0.0.149/32|10.0.0.148/31
puertottrico_FastEthernet1/0,10.0.0.155/32|10.0.0.154/31
stttcroix_FastEthernet1/0,10.0.0.38/31|10.0.0.39/32
stttcroix_FastEthernet0/0,10.0.0.80/31|10.0.0.81/32
stttcroix_FastEthernet0/1,10.0.0.151/32|10.0.0.150/31
ip 10.0.0.80,128.0.0.0/24
stttkittstt&ttnevis_FastEthernet0/0,10.0.0.67/32|10.0.0.66/31
stttkittstt&ttnevis_FastEthernet0/1,10.0.0.73/32|10.0.0.72/31
stttkittstt&ttnevis_FastEthernet1/0,10.0.0.144/32|10.0.0.144/31
ip 10.0.0.145,128.0.0.0/24
stttmartin_FastEthernet0/0,10.0.0.35/32|10.0.0.34/31
stttmartin_FastEthernet1/0,10.0.0.145/32|10.0.0.144/31
stttmartin_FastEthernet0/1,10.0.0.146/32|10.0.0.146/31
ip 10.0.0.34,128.0.0.0/24
stttvincent_FastEthernet0/0,10.0.0.31/32|10.0.0.30/31
stttvincent_FastEthernet0/1,10.0.0.44/32|10.0.0.44/31
suriname_FastEthernet0/0,10.0.0.119/32|10.0.0.118/31
trinidadttandtttobago_FastEthernet1/0,10.0.0.45/32|10.0.0.44/31
trinidadttandtttobago_FastEthernet0/0,10.0.0.86/31|10.0.0.87/32
trinidadttandtttobago_FastEthernet0/1,10.0.0.123/32|10.0.0.122/31
turksttandttcaicos_FastEthernet0/1,10.0.0.58/32|10.0.0.58/31
turksttandttcaicos_FastEthernet0/0,10.0.0.60/31|10.0.0.60/32
usa_FastEthernet0/0,10.0.0.114/31|10.0.0.115/32
usa_FastEthernet0/1,10.0.0.129/32|10.0.0.128/31
venezuela_FastEthernet0/0,10.0.0.22/32|10.0.0.22/31
venezuela_FastEthernet0/1,10.0.0.24/31|10.0.0.24/32
