Node,VRF,Network,Next_Hop,Next_Hop_IP,Next_Hop_Interface,Protocol,Metric,Admin_Distance,Tag
elttsalvador,default,10.0.0.166/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
elttsalvador,default,10.0.0.167/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
grenada,default,10.0.0.84/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
grenada,default,10.0.0.85/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
grenada,default,10.0.0.86/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
grenada,default,10.0.0.86/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
guadeloupe,default,10.0.0.64/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
guadeloupe,default,10.0.0.65/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
guadeloupe,default,10.0.0.68/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
guadeloupe,default,10.0.0.68/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
guatemala,default,10.0.0.90/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
guatemala,default,10.0.0.91/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
guatemala,default,10.0.0.168/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
guatemala,default,10.0.0.169/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
guyana,default,10.0.0.120/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
guyana,default,10.0.0.121/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
honduras,default,10.0.0.158/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
honduras,default,10.0.0.159/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
honduras,default,10.0.0.170/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
honduras,default,10.0.0.171/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
jamaica,default,10.0.0.130/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
jamaica,default,10.0.0.131/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
jamaica,default,10.0.0.134/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
jamaica,default,10.0.0.134/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
martinique,default,10.0.0.70/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
martinique,default,10.0.0.71/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
martinique,default,10.0.0.74/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
martinique,default,10.0.0.74/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
martinique,default,10.0.0.76/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
martinique,default,10.0.0.76/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
martinique,default,128.0.0.0/24,ip 10.0.0.77,10.0.0.77,dynamic,bgp,0,20,
mexico,default,10.0.0.46/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
mexico,default,10.0.0.46/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
mexico,default,10.0.0.48/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
mexico,default,10.0.0.48/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nicaragua,default,10.0.0.16/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nicaragua,default,10.0.0.17/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nicaragua,default,10.0.0.162/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nicaragua,default,10.0.0.162/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid0,default,10.0.0.0/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid0,default,10.0.0.0/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid0,default,10.0.0.2/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid0,default,10.0.0.2/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid1,default,10.0.0.0/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid1,default,10.0.0.1/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid1,default,10.0.0.4/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid1,default,10.0.0.4/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid1,default,10.0.0.6/31,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,connected,0,0,
nodeid1,default,10.0.0.6/32,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,local,0,0,
nodeid1,default,10.0.0.8/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid1,default,10.0.0.8/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid1,default,10.0.0.10/31,interface FastEthernet2/0,AUTO/NONE(-1l),FastEthernet2/0,connected,0,0,
nodeid1,default,10.0.0.10/32,interface FastEthernet2/0,AUTO/NONE(-1l),FastEthernet2/0,local,0,0,
nodeid13,default,10.0.0.50/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid13,default,10.0.0.50/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid13,default,10.0.0.52/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid13,default,10.0.0.52/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid13,default,10.0.0.54/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid13,default,10.0.0.54/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid14,default,10.0.0.52/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid14,default,10.0.0.53/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid15,default,10.0.0.48/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid15,default,10.0.0.49/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid15,default,10.0.0.56/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid15,default,10.0.0.56/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid17,default,10.0.0.58/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid17,default,10.0.0.59/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid17,default,10.0.0.62/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid17,default,10.0.0.62/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid22,default,10.0.0.74/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid22,default,10.0.0.75/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid22,default,10.0.0.78/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid22,default,10.0.0.78/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid22,default,10.0.0.80/31,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,connected,0,0,
nodeid22,default,10.0.0.80/32,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,local,0,0,
nodeid22,default,10.0.0.82/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid22,default,10.0.0.82/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid22,default,128.0.0.0/24,ip 10.0.0.74,10.0.0.74,dynamic,bgp,0,20,
nodeid24,default,10.0.0.78/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid24,default,10.0.0.79/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid24,default,10.0.0.84/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid24,default,10.0.0.84/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid26,default,10.0.0.56/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid26,default,10.0.0.57/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid26,default,10.0.0.88/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid26,default,10.0.0.88/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid27,default,10.0.0.2/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid27,default,10.0.0.3/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid27,default,10.0.0.18/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid27,default,10.0.0.19/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid27,default,10.0.0.40/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid27,default,10.0.0.41/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid28,default,10.0.0.90/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid28,default,10.0.0.90/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid28,default,10.0.0.92/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid28,default,10.0.0.92/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid28,default,10.0.0.94/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid28,default,10.0.0.94/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid29,default,10.0.0.50/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid29,default,10.0.0.51/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid29,default,10.0.0.96/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid29,default,10.0.0.96/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid29,default,10.0.0.98/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid29,default,10.0.0.98/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid31,default,10.0.0.54/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid31,default,10.0.0.55/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid31,default,10.0.0.88/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid31,default,10.0.0.89/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid31,default,10.0.0.104/31,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,connected,0,0,
nodeid31,default,10.0.0.104/32,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,local,0,0,
nodeid31,default,10.0.0.106/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid31,default,10.0.0.106/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid32,default,10.0.0.108/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid32,default,10.0.0.108/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid32,default,10.0.0.110/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid32,default,10.0.0.110/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid33,default,10.0.0.112/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid33,default,10.0.0.112/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid33,default,10.0.0.114/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid33,default,10.0.0.114/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid33,default,10.0.0.116/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid33,default,10.0.0.116/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid34,default,10.0.0.4/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid34,default,10.0.0.5/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid34,default,10.0.0.20/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid34,default,10.0.0.21/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid35,default,10.0.0.118/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid35,default,10.0.0.118/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid35,default,10.0.0.120/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid35,default,10.0.0.120/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid35,default,10.0.0.122/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid35,default,10.0.0.122/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid37,default,10.0.0.6/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid37,default,10.0.0.7/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid37,default,10.0.0.124/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid37,default,10.0.0.125/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid38,default,10.0.0.32/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid38,default,10.0.0.33/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid38,default,10.0.0.126/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid38,default,10.0.0.126/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid38,default,10.0.0.128/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid38,default,10.0.0.128/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid39,default,10.0.0.130/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid39,default,10.0.0.130/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid39,default,10.0.0.132/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid39,default,10.0.0.132/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid41,default,10.0.0.126/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid41,default,10.0.0.127/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid41,default,10.0.0.134/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid41,default,10.0.0.135/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid44,default,10.0.0.106/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid44,default,10.0.0.107/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid44,default,10.0.0.110/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid44,default,10.0.0.111/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid44,default,10.0.0.138/31,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,connected,0,0,
nodeid44,default,10.0.0.138/32,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,local,0,0,
nodeid44,default,10.0.0.140/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid44,default,10.0.0.140/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid45,default,10.0.0.102/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid45,default,10.0.0.103/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid45,default,10.0.0.116/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid45,default,10.0.0.117/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid45,default,10.0.0.140/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid45,default,10.0.0.141/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid45,default,10.0.0.142/31,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,connected,0,0,
nodeid45,default,10.0.0.142/32,interface FastEthernet1/1,AUTO/NONE(-1l),FastEthernet1/1,local,0,0,
nodeid46,default,10.0.0.42/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid46,default,10.0.0.43/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid46,default,10.0.0.98/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid46,default,10.0.0.99/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid46,default,10.0.0.136/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid46,default,10.0.0.137/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid49,default,10.0.0.104/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid49,default,10.0.0.105/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
nodeid49,default,10.0.0.112/31,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,connected,0,0,
nodeid49,default,10.0.0.113/32,interface FastEthernet0/1,AUTO/NONE(-1l),FastEthernet0/1,local,0,0,
nodeid49,default,10.0.0.142/31,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,connected,0,0,
nodeid49,default,10.0.0.143/32,interface FastEthernet1/0,AUTO/NONE(-1l),FastEthernet1/0,local,0,0,
nodeid50,default,10.0.0.36/31,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,connected,0,0,
nodeid50,default,10.0.0.37/32,interface FastEthernet0/0,AUTO/NONE(-1l),FastEthernet0/0,local,0,0,
