Interface,Access_VLAN,Active,Admin_Up,All_Prefixes,Allowed_VLANs,Auto_State_VLAN,Bandwidth,Blacklisted,Channel_Group,Channel_Group_Members,DHCP_Relay_Addresses,Declared_Names,Description,Encapsulation_VLAN,HSRP_Groups,HSRP_Version,Inactive_Reason,Incoming_Filter_Name,MLAG_ID,MTU,Native_VLAN,Outgoing_Filter_Name,PBR_Policy_Name,Primary_Address,Primary_Network,Proxy_ARP,Rip_Enabled,Rip_Passive,Spanning_Tree_Portfast,Speed,Switchport,Switchport_Mode,Switchport_Trunk_Encapsulation,VRF,VRRP_Groups,Zone_Name
nodeid0[FastEthernet0/1],,True,True,['10.0.0.2/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID27""",,[],,,,,1500,,,,10.0.0.2/31,10.0.0.2/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid1[FastEthernet0/0],,True,True,['10.0.0.8/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To Columbia""",,[],,,,,1500,,,,10.0.0.8/31,10.0.0.8/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid1[FastEthernet0/1],,True,True,['10.0.0.1/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID0""",,[],,,,,1500,,,,10.0.0.1/31,10.0.0.0/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid1[FastEthernet1/0],,True,True,['10.0.0.4/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To NodeID34""",,[],,,,,1500,,,,10.0.0.4/31,10.0.0.4/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid1[FastEthernet1/1],,True,True,['10.0.0.6/31'],,True,100000000.0,False,,[],[],['Fa1/1'],"""To NodeID37""",,[],,,,,1500,,,,10.0.0.6/31,10.0.0.6/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid1[FastEthernet2/0],,True,True,['10.0.0.10/31'],,True,100000000.0,False,,[],[],['Fa2/0'],"""To NodeID7""",,[],,,,,1500,,,,10.0.0.10/31,10.0.0.10/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid13[FastEthernet0/0],,True,True,['10.0.0.52/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID14""",,[],,,,,1500,,,,10.0.0.52/31,10.0.0.52/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid13[FastEthernet0/1],,True,True,['10.0.0.50/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID29""",,[],,,,,1500,,,,10.0.0.50/31,10.0.0.50/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid13[FastEthernet1/0],,True,True,['10.0.0.54/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To NodeID31""",,[],,,,,1500,,,,10.0.0.54/31,10.0.0.54/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid14[FastEthernet0/0],,True,True,['10.0.0.53/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID13""",,[],,,,,1500,,,,10.0.0.53/31,10.0.0.52/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid15[FastEthernet0/0],,True,True,['10.0.0.49/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To Mexico""",,[],,,,,1500,,,,10.0.0.49/31,10.0.0.48/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid15[FastEthernet0/1],,True,True,['10.0.0.56/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID26""",,[],,,,,1500,,,,10.0.0.56/31,10.0.0.56/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid17[FastEthernet0/0],,True,True,['10.0.0.62/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID58""",,[],,,,,1500,,,,10.0.0.62/31,10.0.0.62/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid17[FastEthernet0/1],,True,True,['10.0.0.59/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To TurksTTandTTCaicos""",,[],,,,,1500,,,,10.0.0.59/31,10.0.0.58/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid22[FastEthernet0/0],,True,True,['10.0.0.82/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To Barbados""",,[],,,,,1500,,,,10.0.0.82/31,10.0.0.82/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid22[FastEthernet0/1],,True,True,['10.0.0.75/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To Martinique""",,[],,,,,1500,,,,10.0.0.75/31,10.0.0.74/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid22[FastEthernet1/0],,True,True,['10.0.0.78/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To NodeID24""",,[],,,,,1500,,,,10.0.0.78/31,10.0.0.78/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid22[FastEthernet1/1],,True,True,['10.0.0.80/31'],,True,100000000.0,False,,[],[],['Fa1/1'],"""To StTTCroix""",,[],,,,,1500,,,,10.0.0.80/31,10.0.0.80/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid24[FastEthernet0/0],,True,True,['10.0.0.84/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To Grenada""",,[],,,,,1500,,,,10.0.0.84/31,10.0.0.84/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid24[FastEthernet0/1],,True,True,['10.0.0.79/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID22""",,[],,,,,1500,,,,10.0.0.79/31,10.0.0.78/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid26[FastEthernet0/0],,True,True,['10.0.0.57/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID15""",,[],,,,,1500,,,,10.0.0.57/31,10.0.0.56/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid26[FastEthernet0/1],,True,True,['10.0.0.88/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID31""",,[],,,,,1500,,,,10.0.0.88/31,10.0.0.88/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid27[FastEthernet0/0],,True,True,['10.0.0.3/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID0""",,[],,,,,1500,,,,10.0.0.3/31,10.0.0.2/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid27[FastEthernet0/1],,True,True,['10.0.0.41/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID9""",,[],,,,,1500,,,,10.0.0.41/31,10.0.0.40/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid27[FastEthernet1/0],,True,True,['10.0.0.19/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To Panama""",,[],,,,,1500,,,,10.0.0.19/31,10.0.0.18/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid28[FastEthernet0/0],,True,True,['10.0.0.92/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To Belize""",,[],,,,,1500,,,,10.0.0.92/31,10.0.0.92/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid28[FastEthernet0/1],,True,True,['10.0.0.90/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To Guatemala""",,[],,,,,1500,,,,10.0.0.90/31,10.0.0.90/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid28[FastEthernet1/0],,True,True,['10.0.0.94/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To NodeID67""",,[],,,,,1500,,,,10.0.0.94/31,10.0.0.94/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid29[FastEthernet0/0],,True,True,['10.0.0.51/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID13""",,[],,,,,1500,,,,10.0.0.51/31,10.0.0.50/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid29[FastEthernet0/1],,True,True,['10.0.0.98/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID46""",,[],,,,,1500,,,,10.0.0.98/31,10.0.0.98/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid29[FastEthernet1/0],,True,True,['10.0.0.96/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To NodeID67""",,[],,,,,1500,,,,10.0.0.96/31,10.0.0.96/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid31[FastEthernet0/0],,True,True,['10.0.0.55/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID13""",,[],,,,,1500,,,,10.0.0.55/31,10.0.0.54/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid31[FastEthernet0/1],,True,True,['10.0.0.89/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID26""",,[],,,,,1500,,,,10.0.0.89/31,10.0.0.88/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid31[FastEthernet1/0],,True,True,['10.0.0.106/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To NodeID44""",,[],,,,,1500,,,,10.0.0.106/31,10.0.0.106/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid31[FastEthernet1/1],,True,True,['10.0.0.104/31'],,True,100000000.0,False,,[],[],['Fa1/1'],"""To NodeID49""",,[],,,,,1500,,,,10.0.0.104/31,10.0.0.104/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid32[FastEthernet0/0],,True,True,['10.0.0.110/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID44""",,[],,,,,1500,,,,10.0.0.110/31,10.0.0.110/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid32[FastEthernet0/1],,True,True,['10.0.0.108/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID59""",,[],,,,,1500,,,,10.0.0.108/31,10.0.0.108/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid33[FastEthernet0/0],,True,True,['10.0.0.116/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID45""",,[],,,,,1500,,,,10.0.0.116/31,10.0.0.116/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid33[FastEthernet0/1],,True,True,['10.0.0.112/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID49""",,[],,,,,1500,,,,10.0.0.112/31,10.0.0.112/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid33[FastEthernet1/0],,True,True,['10.0.0.114/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To USA""",,[],,,,,1500,,,,10.0.0.114/31,10.0.0.114/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid34[FastEthernet0/0],,True,True,['10.0.0.5/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID1""",,[],,,,,1500,,,,10.0.0.5/31,10.0.0.4/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid34[FastEthernet0/1],,True,True,['10.0.0.21/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To Panama""",,[],,,,,1500,,,,10.0.0.21/31,10.0.0.20/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid35[FastEthernet0/0],,True,True,['10.0.0.120/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To Guyana""",,[],,,,,1500,,,,10.0.0.120/31,10.0.0.120/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid35[FastEthernet0/1],,True,True,['10.0.0.118/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To Suriname""",,[],,,,,1500,,,,10.0.0.118/31,10.0.0.118/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid35[FastEthernet1/0],,True,True,['10.0.0.122/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To TrinidadTTandTTTobago""",,[],,,,,1500,,,,10.0.0.122/31,10.0.0.122/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid37[FastEthernet0/0],,True,True,['10.0.0.125/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To Ecuador""",,[],,,,,1500,,,,10.0.0.125/31,10.0.0.124/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid37[FastEthernet0/1],,True,True,['10.0.0.7/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID1""",,[],,,,,1500,,,,10.0.0.7/31,10.0.0.6/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid38[FastEthernet0/0],,True,True,['10.0.0.33/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To Columbia""",,[],,,,,1500,,,,10.0.0.33/31,10.0.0.32/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid38[FastEthernet0/1],,True,True,['10.0.0.126/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID41""",,[],,,,,1500,,,,10.0.0.126/31,10.0.0.126/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid38[FastEthernet1/0],,True,True,['10.0.0.128/31'],,True,100000000.0,False,,[],[],['Fa1/0'],"""To USA""",,[],,,,,1500,,,,10.0.0.128/31,10.0.0.128/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid39[FastEthernet0/0],,True,True,['10.0.0.132/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To DominicanTTRepublic""",,[],,,,,1500,,,,10.0.0.132/31,10.0.0.132/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid39[FastEthernet0/1],,True,True,['10.0.0.130/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To Jamaica""",,[],,,,,1500,,,,10.0.0.130/31,10.0.0.130/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid41[FastEthernet0/0],,True,True,['10.0.0.135/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To Jamaica""",,[],,,,,1500,,,,10.0.0.135/31,10.0.0.134/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid41[FastEthernet0/1],,True,True,['10.0.0.127/31'],,True,100000000.0,False,,[],[],['Fa0/1'],"""To NodeID38""",,[],,,,,1500,,,,10.0.0.127/31,10.0.0.126/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
nodeid44[FastEthernet0/0],,True,True,['10.0.0.107/31'],,True,100000000.0,False,,[],[],['Fa0/0'],"""To NodeID31""",,[],,,,,1500,,,,10.0.0.107/31,10.0.0.106/31,True,False,False,False,100000000.0,False,NONE,DOT1Q,default,[],
