Node,Network,Next_Hop,Protocol
nodeid33,10.0.0.112/31,FastEthernet0/1,connected
nodeid33,10.0.0.112/32,FastEthernet0/1,local
nodeid33,10.0.0.114/31,FastEthernet1/0,connected
nodeid33,10.0.0.114/32,FastEthernet1/0,local
nodeid33,10.0.0.116/31,FastEthernet0/0,connected
nodeid33,10.0.0.116/32,FastEthernet0/0,local
nodeid34,10.0.0.4/31,FastEthernet0/0,connected
nodeid34,10.0.0.5/32,FastEthernet0/0,local
nodeid34,10.0.0.20/31,FastEthernet0/1,connected
nodeid34,10.0.0.21/32,FastEthernet0/1,local
nodeid35,10.0.0.118/31,FastEthernet0/1,connected
nodeid35,10.0.0.118/32,FastEthernet0/1,local
nodeid35,10.0.0.120/31,FastEthernet0/0,connected
nodeid35,10.0.0.120/32,FastEthernet0/0,local
nodeid35,10.0.0.122/31,FastEthernet1/0,connected
nodeid35,10.0.0.122/32,FastEthernet1/0,local
nodeid37,10.0.0.6/31,FastEthernet0/1,connected
nodeid37,10.0.0.7/32,FastEthernet0/1,local
nodeid37,10.0.0.124/31,FastEthernet0/0,connected
nodeid37,10.0.0.125/32,FastEthernet0/0,local
nodeid38,10.0.0.32/31,FastEthernet0/0,connected
nodeid38,10.0.0.33/32,FastEthernet0/0,local
nodeid38,10.0.0.126/31,FastEthernet0/1,connected
nodeid38,10.0.0.126/32,FastEthernet0/1,local
nodeid38,10.0.0.128/31,FastEthernet1/0,connected
nodeid38,10.0.0.128/32,FastEthernet1/0,local
nodeid39,10.0.0.130/31,FastEthernet0/1,connected
nodeid39,10.0.0.130/32,FastEthernet0/1,local
nodeid39,10.0.0.132/31,FastEthernet0/0,connected
nodeid39,10.0.0.132/32,FastEthernet0/0,local
nodeid41,10.0.0.126/31,FastEthernet0/1,connected
nodeid41,10.0.0.127/32,FastEthernet0/1,local
nodeid41,10.0.0.134/31,FastEthernet0/0,connected
nodeid41,10.0.0.135/32,FastEthernet0/0,local
nodeid44,10.0.0.106/31,FastEthernet0/0,connected
nodeid44,10.0.0.107/32,FastEthernet0/0,local
nodeid44,10.0.0.110/31,FastEthernet0/1,connected
nodeid44,10.0.0.111/32,FastEthernet0/1,local
nodeid44,10.0.0.138/31,FastEthernet1/1,connected
nodeid44,10.0.0.138/32,FastEthernet1/1,local
nodeid44,10.0.0.140/31,FastEthernet1/0,connected
nodeid44,10.0.0.140/32,FastEthernet1/0,local
nodeid45,10.0.0.102/31,FastEthernet0/0,connected
nodeid45,10.0.0.103/32,FastEthernet0/0,local
nodeid45,10.0.0.116/31,FastEthernet0/1,connected
nodeid45,10.0.0.117/32,FastEthernet0/1,local
nodeid45,10.0.0.140/31,FastEthernet1/0,connected
nodeid45,10.0.0.141/32,FastEthernet1/0,local
nodeid45,10.0.0.142/31,FastEthernet1/1,connected
nodeid45,10.0.0.142/32,FastEthernet1/1,local
nodeid46,10.0.0.42/31,FastEthernet1/0,connected
nodeid46,10.0.0.43/32,FastEthernet1/0,local
nodeid46,10.0.0.98/31,FastEthernet0/1,connected
nodeid46,10.0.0.99/32,FastEthernet0/1,local
nodeid46,10.0.0.136/31,FastEthernet0/0,connected
nodeid46,10.0.0.137/32,FastEthernet0/0,local
nodeid49,10.0.0.104/31,FastEthernet0/0,connected
nodeid49,10.0.0.105/32,FastEthernet0/0,local
nodeid49,10.0.0.112/31,FastEthernet0/1,connected
nodeid49,10.0.0.113/32,FastEthernet0/1,local
nodeid49,10.0.0.142/31,FastEthernet1/0,connected
nodeid49,10.0.0.143/32,FastEthernet1/0,local
nodeid50,10.0.0.36/31,FastEthernet0/0,connected
nodeid50,10.0.0.37/32,FastEthernet0/0,local
nodeid50,10.0.0.148/31,FastEthernet0/1,connected
nodeid50,10.0.0.148/32,FastEthernet0/1,local
nodeid50,10.0.0.150/31,FastEthernet1/0,connected
nodeid50,10.0.0.150/32,FastEthernet1/0,local
nodeid56,10.0.0.152/31,FastEthernet0/0,connected
nodeid56,10.0.0.153/32,FastEthernet0/0,local
nodeid56,10.0.0.154/31,FastEthernet0/1,connected
nodeid56,10.0.0.154/32,FastEthernet0/1,local
nodeid58,10.0.0.62/31,FastEthernet0/0,connected
nodeid58,10.0.0.63/32,FastEthernet0/0,local
nodeid58,10.0.0.156/31,FastEthernet0/1,connected
nodeid58,10.0.0.156/32,FastEthernet0/1,local
nodeid59,10.0.0.100/31,FastEthernet0/0,connected
nodeid59,10.0.0.101/32,FastEthernet0/0,local
nodeid59,10.0.0.108/31,FastEthernet0/1,connected
nodeid59,10.0.0.109/32,FastEthernet0/1,local
nodeid59,10.0.0.138/31,FastEthernet1/0,connected
nodeid59,10.0.0.139/32,FastEthernet1/0,local
nodeid59,10.0.0.156/31,FastEthernet1/1,connected
nodeid59,10.0.0.157/32,FastEthernet1/1,local
nodeid60,10.0.0.158/31,FastEthernet0/0,connected
nodeid60,10.0.0.158/32,FastEthernet0/0,local
nodeid60,10.0.0.160/31,FastEthernet0/1,connected
nodeid60,10.0.0.160/32,FastEthernet0/1,local
nodeid62,10.0.0.164/31,FastEthernet0/0,connected
nodeid62,10.0.0.164/32,FastEthernet0/0,local
nodeid63,10.0.0.164/31,FastEthernet1/0,connected
nodeid63,10.0.0.165/32,FastEthernet1/0,local
nodeid63,10.0.0.166/31,FastEthernet0/0,connected
nodeid63,10.0.0.166/32,FastEthernet0/0,local
nodeid63,10.0.0.168/31,FastEthernet0/1,connected
nodeid63,10.0.0.168/32,FastEthernet0/1,local
nodeid67,10.0.0.94/31,FastEthernet0/1,connected
nodeid67,10.0.0.95/32,FastEthernet0/1,local
nodeid67,10.0.0.96/31,FastEthernet1/0,connected
nodeid67,10.0.0.97/32,FastEthernet1/0,local
nodeid67,10.0.0.170/31,FastEthernet0/0,connected
nodeid67,10.0.0.170/32,FastEthernet0/0,local
nodeid69,10.0.0.160/31,FastEthernet0/1,connected
nodeid69,10.0.0.161/32,FastEthernet0/1,local
nodeid69,10.0.0.162/31,FastEthernet0/0,connected
nodeid69,10.0.0.163/32,FastEthernet0/0,local
nodeid7,10.0.0.10/31,FastEthernet0/0,connected
nodeid7,10.0.0.11/32,FastEthernet0/0,local
nodeid7,10.0.0.24/31,FastEthernet0/1,connected
nodeid7,10.0.0.25/32,FastEthernet0/1,local
nodeid8,10.0.0.34/31,FastEthernet1/0,connected
nodeid8,10.0.0.34/32,FastEthernet1/0,local
nodeid8,10.0.0.36/31,FastEthernet0/0,connected
nodeid8,10.0.0.36/32,FastEthernet0/0,local
nodeid8,10.0.0.38/31,FastEthernet0/1,connected
nodeid8,10.0.0.38/32,FastEthernet0/1,local
nodeid8,128.0.0.0/24,ip,bgp
nodeid9,10.0.0.12/31,FastEthernet0/0,connected
nodeid9,10.0.0.13/32,FastEthernet0/0,local
nodeid9,10.0.0.40/31,FastEthernet0/1,connected
nodeid9,10.0.0.40/32,FastEthernet0/1,local
nodeid9,10.0.0.42/31,FastEthernet1/0,connected
nodeid9,10.0.0.42/32,FastEthernet1/0,local
panama,10.0.0.14/31,FastEthernet0/0,connected
panama,10.0.0.15/32,FastEthernet0/0,local
panama,10.0.0.18/31,FastEthernet0/1,connected
panama,10.0.0.18/32,FastEthernet0/1,local
panama,10.0.0.20/31,FastEthernet1/0,connected
panama,10.0.0.20/32,FastEthernet1/0,local
peermartinique_0,10.0.0.76/31,FastEthernet0/0,connected
peermartinique_0,10.0.0.77/32,FastEthernet0/0,local
peermartinique_0,128.0.0.0/24,Loopback0,connected
peermartinique_0,128.0.0.1/32,Loopback0,local
puertottrico,10.0.0.26/31,FastEthernet0/0,connected
puertottrico,10.0.0.27/32,FastEthernet0/0,local
puertottrico,10.0.0.146/31,FastEthernet1/1,connected
puertottrico,10.0.0.147/32,FastEthernet1/1,local
puertottrico,10.0.0.148/31,FastEthernet0/1,connected
puertottrico,10.0.0.149/32,FastEthernet0/1,local
puertottrico,10.0.0.154/31,FastEthernet1/0,connected
puertottrico,10.0.0.155/32,FastEthernet1/0,local
stttcroix,10.0.0.38/31,FastEthernet1/0,connected
stttcroix,10.0.0.39/32,FastEthernet1/0,local
stttcroix,10.0.0.80/31,FastEthernet0/0,connected
stttcroix,10.0.0.81/32,FastEthernet0/0,local
stttcroix,10.0.0.150/31,FastEthernet0/1,connected
stttcroix,10.0.0.151/32,FastEthernet0/1,local
stttcroix,128.0.0.0/24,ip,bgp
stttkittstt&ttnevis,10.0.0.66/31,FastEthernet0/0,connected
stttkittstt&ttnevis,10.0.0.67/32,FastEthernet0/0,local
stttkittstt&ttnevis,10.0.0.72/31,FastEthernet0/1,connected
stttkittstt&ttnevis,10.0.0.73/32,FastEthernet0/1,local
stttkittstt&ttnevis,10.0.0.144/31,FastEthernet1/0,connected
stttkittstt&ttnevis,10.0.0.144/32,FastEthernet1/0,local
stttkittstt&ttnevis,128.0.0.0/24,ip,bgp
stttmartin,10.0.0.34/31,FastEthernet0/0,connected
stttmartin,10.0.0.35/32,FastEthernet0/0,local
stttmartin,10.0.0.144/31,FastEthernet1/0,connected
stttmartin,10.0.0.145/32,FastEthernet1/0,local
stttmartin,10.0.0.146/31,FastEthernet0/1,connected
stttmartin,10.0.0.146/32,FastEthernet0/1,local
stttmartin,128.0.0.0/24,ip,bgp
stttvincent,10.0.0.30/31,FastEthernet0/0,connected
stttvincent,10.0.0.31/32,FastEthernet0/0,local
stttvincent,10.0.0.44/31,FastEthernet0/1,connected
stttvincent,10.0.0.44/32,FastEthernet0/1,local
suriname,10.0.0.118/31,FastEthernet0/0,connected
suriname,10.0.0.119/32,FastEthernet0/0,local
trinidadttandtttobago,10.0.0.44/31,FastEthernet1/0,connected
trinidadttandtttobago,10.0.0.45/32,FastEthernet1/0,local
trinidadttandtttobago,10.0.0.86/31,FastEthernet0/0,connected
trinidadttandtttobago,10.0.0.87/32,FastEthernet0/0,local
trinidadttandtttobago,10.0.0.122/31,FastEthernet0/1,connected
trinidadttandtttobago,10.0.0.123/32,FastEthernet0/1,local
turksttandttcaicos,10.0.0.58/31,FastEthernet0/1,connected
turksttandttcaicos,10.0.0.58/32,FastEthernet0/1,local
turksttandttcaicos,10.0.0.60/31,FastEthernet0/0,connected
turksttandttcaicos,10.0.0.60/32,FastEthernet0/0,local
usa,10.0.0.114/31,FastEthernet0/0,connected
usa,10.0.0.115/32,FastEthernet0/0,local
usa,10.0.0.128/31,FastEthernet0/1,connected
usa,10.0.0.129/32,FastEthernet0/1,local
venezuela,10.0.0.22/31,FastEthernet0/0,connected
venezuela,10.0.0.22/32,FastEthernet0/0,local
venezuela,10.0.0.24/31,FastEthernet0/1,connected
venezuela,10.0.0.24/32,FastEthernet0/1,local
